date,hosp_census_5_current,hosp_census_95_current,hosp_census_median_current,vent_census_5_current,vent_census_95_current,vent_census_median_current,hosp_admits_5_current,hosp_admits_95_current,hosp_admits_median_current,vent_admits_5_current,vent_admits_95_current,vent_admits_median_current,hosp_census_5_reduction_20,hosp_census_95_reduction_20,hosp_census_median_reduction_20,vent_census_5_reduction_20,vent_census_95_reduction_20,vent_census_median_reduction_20,hosp_admits_5_reduction_20,hosp_admits_95_reduction_20,hosp_admits_median_reduction_20,vent_admits_5_reduction_20,vent_admits_95_reduction_20,vent_admits_median_reduction_20,hosp_census_observed,vent_census_observed,hosp_admits_observed,vent_admits_observed
2020-09-22,0.087376776,5.534169934,0.662098077,0.008349846,0.802000568,0.085996781,0.003427445,0.496200214,0.044098909,0.001013575,0.114895767,0.011526569,46.30096632,967.6975251,275.551731,5.879560801,143.4813782,39.44420961,4.154916473,74.03749995,22.92407118,0.87207815,22.13806644,6.452635831,,,,
2020-09-23,0.083715488,5.460790226,0.644914779,0.007998993,0.792706727,0.083938988,0.003286725,0.490980425,0.042907423,0.000972536,0.113467192,0.01123959,45.50648905,962.8082735,271.9027549,5.780070608,141.0544504,39.10973685,4.108445425,73.00276088,22.50727389,0.840640875,21.88419878,6.405679617,,,,
2020-09-24,0.08020734,5.38830787,0.628177173,0.007662883,0.783519222,0.081930444,0.003151783,0.485814563,0.041764935,0.000933159,0.111963203,0.010958569,44.05346193,950.2950814,268.4536576,5.586554242,137.4687411,38.7970966,4.046965669,72.06077405,22.07423438,0.821459924,21.32818391,6.277186807,,,,
2020-09-25,0.076845946,5.316713979,0.611873713,0.007340895,0.774436869,0.07996997,0.003022381,0.480702091,0.040674785,0.000895376,0.110479207,0.010684155,42.62754179,935.4309369,265.4654574,5.411189145,135.5204072,38.19694568,3.967982618,70.86345891,21.60925911,0.789595905,21.03238677,6.159107759,,,,
2020-09-26,0.073625185,5.245999694,0.595993149,0.007032437,0.765458494,0.078056416,0.002898293,0.475642478,0.039538056,0.000859123,0.10901494,0.010414628,41.09897138,923.5691245,262.8919612,5.244570602,134.7963171,37.75046127,3.830513587,69.05654403,21.2247059,0.762790356,20.5978555,6.076218642,,,,
2020-09-27,0.07053919,5.176156186,0.580524525,0.006736941,0.756582938,0.076180321,0.002779298,0.470635197,0.038454658,0.000824338,0.108077086,0.010138332,39.8959397,908.1709088,258.9678132,5.058273608,133.1346538,37.27717727,3.715823663,67.22248695,20.83686902,0.737044184,20.27002584,6.024416978,,,,
2020-09-28,0.067582339,5.107174658,0.565457167,0.006453861,0.747809053,0.074298036,0.00266519,0.465679727,0.037415595,0.000790961,0.107154507,0.009869373,39.09975818,896.4287401,255.2901988,4.941626887,130.3724603,36.81048067,3.587991811,66.97953976,20.54194036,0.713126936,19.89053952,5.929256258,,,,
2020-09-29,0.064751692,5.047036512,0.550780677,0.006182675,0.739135703,0.072375045,0.002555936,0.460779589,0.036404595,0.000758935,0.1062397,0.00960283,37.69875568,884.6798566,254.1357779,4.844933422,129.9334131,36.11030075,3.478733318,65.67948993,20.06777856,0.691865342,19.68148112,5.797728426,,,,
2020-09-30,0.062034816,4.991296705,0.536484924,0.005922958,0.730561764,0.070501798,0.002447795,0.455932299,0.035420899,0.000728206,0.105347838,0.009337806,36.39701082,874.0973522,250.5890934,4.767303225,128.054973,35.61125927,3.370829437,64.58261559,19.72515543,0.674112251,19.27676233,5.659378381,,,,
2020-10-01,0.059431762,4.936163591,0.522560043,0.00567418,0.722086125,0.068677008,0.002342028,0.451135152,0.034463773,0.000698722,0.104485039,0.009080093,35.35516214,859.9779434,245.5598012,4.597422878,126.2774273,35.02425116,3.236830454,63.43792683,19.41952105,0.647912438,18.7417002,5.543480363,,,,
2020-10-02,0.056937776,4.881630764,0.50899642,0.005435968,0.713707685,0.066899424,0.002240832,0.446386134,0.033532497,0.000670431,0.103629015,0.008829488,34.27729624,840.9725839,244.6777943,4.417180823,124.8471351,34.4744842,3.171844379,62.72214715,19.12488735,0.632236007,18.22184018,5.414154187,,,,
2020-10-03,0.054548297,4.827691883,0.4952607,0.005210863,0.705425355,0.065167825,0.00214401,0.441661608,0.032626376,0.000643285,0.102779717,0.008585796,33.72762878,828.6555786,241.0359257,4.35896539,122.4539689,33.94778909,3.08410851,61.50512054,18.87247371,0.611241329,17.93646381,5.300254329,,,,
2020-10-04,0.052334828,4.774340666,0.481889638,0.004995078,0.697238061,0.063518311,0.002051373,0.436914344,0.031744729,0.000617239,0.101937097,0.008374738,32.60581981,821.1216716,238.1001973,4.223298666,121.0850209,33.59969548,2.980637533,60.00547746,18.38776679,0.590174655,17.65232285,5.23360693,,,,
2020-10-05,0.050219179,4.721570897,0.468878662,0.004788229,0.689144734,0.061997454,0.001962739,0.431561994,0.030886897,0.000592247,0.101101108,0.008175174,31.53335567,807.0039322,235.2441078,4.159733519,118.9694383,33.17472574,2.888998983,59.03055068,17.94362567,0.56910174,17.31345892,5.131808968,,,,
2020-10-06,0.048164776,4.669376419,0.456218125,0.004589944,0.681144323,0.060442096,0.001880601,0.426274497,0.030065393,0.000568267,0.100271701,0.007980366,30.8523487,798.0468417,232.2052616,4.106602026,116.6551204,32.50619156,2.799622967,58.05010097,17.61697127,0.548732304,17.14239727,5.062369602,,,,
2020-10-07,0.046175607,4.617751138,0.443898632,0.004399871,0.673235784,0.058838373,0.001804994,0.421051084,0.02929717,0.000545259,0.09944883,0.007780603,30.40207507,784.7598341,230.0333969,4.064849536,113.8798954,31.94195772,2.738469958,57.07181718,17.44057263,0.529579625,16.79833294,4.964125233,,,,
2020-10-08,0.044268559,4.566689019,0.43191104,0.004217668,0.665418086,0.057261429,0.001732427,0.415890997,0.028571741,0.000523181,0.098632447,0.007571515,30.39749914,772.14012,228.8879347,3.944519554,112.5574773,31.26773336,2.70804319,55.83508199,17.22936126,0.513886453,16.49031125,4.850003531,,,,
2020-10-09,0.042441574,4.516184088,0.420246449,0.004043009,0.657690208,0.055712339,0.001662931,0.410793483,0.027795403,0.000501998,0.097822506,0.007386868,29.56527616,760.8416064,222.7028834,3.845297941,111.5958902,30.60354101,2.676883167,54.89368342,16.8308443,0.497843449,16.24068253,4.744564461,,,,
