date,hosp_census_5_current,hosp_census_95_current,hosp_census_median_current,vent_census_5_current,vent_census_95_current,vent_census_median_current,hosp_admits_5_current,hosp_admits_95_current,hosp_admits_median_current,vent_admits_5_current,vent_admits_95_current,vent_admits_median_current,hosp_census_5_reduction_20,hosp_census_95_reduction_20,hosp_census_median_reduction_20,vent_census_5_reduction_20,vent_census_95_reduction_20,vent_census_median_reduction_20,hosp_admits_5_reduction_20,hosp_admits_95_reduction_20,hosp_admits_median_reduction_20,vent_admits_5_reduction_20,vent_admits_95_reduction_20,vent_admits_median_reduction_20,hosp_census_observed,vent_census_observed,hosp_admits_observed,vent_admits_observed
2020-03-24,0.280830476,0.480372948,0.382398104,0.050620976,0.163167213,0.11116126,0.280830476,0.480372948,0.382398104,0.050620976,0.163167213,0.11116126,0.27901403,0.476538517,0.380734693,0.049145069,0.158138791,0.110413793,0.27901403,0.476538517,0.380734693,0.049145069,0.158138791,0.110413793,6,0,,
2020-03-25,0.601757453,1.030062231,0.818829939,0.106017193,0.334613914,0.227699045,0.350684347,0.588915252,0.469571662,0.0621158,0.198453629,0.135882027,0.598935768,1.005729688,0.811684422,0.104054219,0.324678858,0.226143919,0.348362182,0.57797974,0.467729479,0.060277482,0.19428408,0.134563435,8,0,,
2020-03-26,0.976687127,1.667632698,1.315337992,0.169055748,0.524140223,0.353365656,0.438538738,0.730982474,0.576490096,0.075741145,0.246646468,0.165198809,0.976717141,1.635487675,1.309613989,0.166330008,0.505241176,0.351501907,0.437395161,0.712584608,0.574084797,0.07479224,0.241118312,0.164138799,8,0,,
2020-03-27,1.416635282,2.420695005,1.900662856,0.243914781,0.736438742,0.494869644,0.541305315,0.900014074,0.706017434,0.093577268,0.304879939,0.200188503,1.425417428,2.377156163,1.890814554,0.239341675,0.714860939,0.492354911,0.543374624,0.877327114,0.701874935,0.092482384,0.298797617,0.199254304,9,0,,
2020-03-28,1.949042981,3.324654839,2.586010737,0.331981169,0.980304134,0.655002631,0.669438722,1.115378308,0.861945475,0.114448636,0.376535185,0.244160492,1.961913049,3.256254199,2.570818646,0.322767969,0.958395934,0.647469824,0.668766596,1.082551387,0.85596936,0.112365241,0.367145342,0.242481714,9,0,,
2020-03-29,2.572139492,4.421464235,3.399241035,0.437591617,1.268875812,0.838315496,0.825302054,1.371420189,1.048965317,0.139311353,0.460199146,0.297147856,2.595351483,4.300778187,3.376496131,0.420030833,1.235237588,0.829780229,0.824754392,1.326916968,1.042111242,0.137915037,0.454714809,0.294745376,8,0,,
2020-03-30,3.337088221,5.723025282,4.370797277,0.560720053,1.605570556,1.058318395,1.005117726,1.663046436,1.281626719,0.170433167,0.56066775,0.361452807,3.340427501,5.538730121,4.339249345,0.540055325,1.570430172,1.043446331,1.006303478,1.616423983,1.272137722,0.169148711,0.551911193,0.359132085,11,0,,
2020-03-31,4.252027541,7.290410062,5.524734259,0.708951601,2.010597114,1.315388572,1.232308818,2.004286071,1.562365586,0.208783719,0.681737988,0.437228799,4.238982279,7.043564271,5.497647713,0.678528377,1.960068673,1.296842707,1.237088087,1.962741693,1.54891879,0.206313359,0.668218527,0.4359845,10,0,,
2020-04-01,5.348797016,9.136332458,6.93319051,0.89335107,2.475378734,1.617017158,1.506875927,2.3920976,1.896415747,0.254130416,0.823550631,0.529387296,5.340042581,8.836671897,6.893672227,0.854945103,2.430323724,1.607361332,1.514215072,2.362587075,1.883569014,0.251543303,0.806004601,0.526679772,10,0,,
2020-04-02,6.697782845,11.15212535,8.599709633,1.105021046,2.987213973,1.98642038,1.835400193,2.856341939,2.302770895,0.310038364,0.990725042,0.636878936,6.662370475,10.92072504,8.558680502,1.059389296,2.945861128,1.974593751,1.834332955,2.814299075,2.28160087,0.303618949,0.971935082,0.634792887,12,0,,
2020-04-03,8.304638672,13.55234812,10.59938652,1.36002304,3.609219818,2.415926153,2.23974532,3.368802983,2.756628304,0.371617357,1.192748838,0.762950203,8.231526597,13.30678882,10.51205584,1.305467438,3.545444528,2.403552637,2.234842113,3.324104667,2.738914837,0.362968827,1.165656588,0.756250577,11,6,,
2020-04-04,10.22002878,16.16705864,12.91457688,1.657123526,4.327092862,2.924558612,2.703999012,3.975696602,3.266310725,0.446577246,1.391727783,0.903082311,10.19098354,16.00731441,12.80188391,1.607988576,4.282127683,2.904841827,2.703521683,3.93734518,3.254922094,0.443130197,1.381551537,0.896145245,14,8,,
2020-04-05,12.48426519,19.18739746,15.56140304,2.025914928,5.134727573,3.478421981,3.213312576,4.645890584,3.814588875,0.53672639,1.608404504,1.057280537,12.41640127,18.92763711,15.4877207,1.949320003,5.035813014,3.477686516,3.218783616,4.606944434,3.806997502,0.53526162,1.587592451,1.051999428,19,7,,
2020-04-06,15.12783687,22.52740061,18.59691312,2.435891529,5.967297858,4.128612894,3.682475657,5.389485515,4.374109153,0.642182316,1.817342642,1.208419151,15.12771747,22.11974384,18.49224737,2.373366047,5.888170581,4.129854342,3.710044413,5.352405943,4.378097563,0.636619626,1.786253507,1.20658885,17,7,,
2020-04-07,18.21347255,26.09502991,21.85130187,2.897758853,6.838714889,4.813676293,4.016488678,6.084107307,4.890367929,0.752752739,1.976548462,1.346947416,18.19824732,25.8100142,21.75461217,2.865585943,6.710822955,4.816919465,4.043984031,6.101724014,4.904615925,0.746844085,1.963695774,1.344113226,20,7,,
2020-04-08,21.58842876,29.63267386,25.13792749,3.425309764,7.644768819,5.479779268,4.182770679,6.720579246,5.306833631,0.855346047,2.108755058,1.438507579,21.57632829,29.47562338,25.03046328,3.393687584,7.507282916,5.474175499,4.226327359,6.746055991,5.307444105,0.848317892,2.084759196,1.438132279,24,10,,
2020-04-09,24.89761342,32.90025214,28.18738875,3.954387958,8.291656042,6.04018926,4.224453282,6.998447088,5.478636217,0.918807372,2.123680262,1.472498685,25.02604537,32.91427471,28.13370693,3.893700838,8.14141177,6.055090757,4.291246955,7.074589418,5.493372719,0.916287093,2.114478943,1.474632083,25,10,,
2020-04-10,27.76958187,35.71339834,30.8332884,4.43781065,8.803781582,6.452237629,4.138666337,6.774996006,5.297958992,0.918677025,2.036936902,1.425676018,27.86437644,35.64456965,30.81418072,4.385403594,8.63168676,6.46443758,4.214022578,6.80176715,5.328785691,0.91796773,2.044023829,1.430781838,29,11,,
2020-04-11,29.94745257,37.69741605,32.94864641,4.844702015,8.941869929,6.732837267,3.898366206,6.262841684,4.85309263,0.84170189,1.866355873,1.328925647,30.048066,37.54142416,32.94377128,4.810442455,8.770470018,6.753572709,3.942869992,6.29764952,4.89994391,0.844514916,1.877669916,1.335831028,32,12,,
2020-04-12,31.66914849,38.72428285,34.41860583,5.099638298,8.822340611,6.817200319,3.528189579,5.707909517,4.393126807,0.737529497,1.662936005,1.213171394,31.70622208,38.69412042,34.42054479,5.058191126,8.712769978,6.848103825,3.539256873,5.700221217,4.430773624,0.743907712,1.665712285,1.219050883,34,12,,
2020-04-13,32.77408638,39.21347648,35.33592219,5.219403835,8.542873356,6.780967017,3.037132177,5.193542819,3.988114466,0.649219764,1.49813355,1.11755453,32.77644889,39.00015612,35.3170031,5.199006485,8.46905025,6.802120838,3.083205912,5.193510997,4.002754676,0.654392221,1.491101984,1.120038728,34,12,,
2020-04-14,33.3082146,39.41153446,35.74848556,5.240297683,8.174559601,6.670694288,2.656870691,4.751787433,3.652923187,0.578813094,1.369546552,1.026924323,33.39599184,39.11496586,35.77113285,5.200170288,8.152243826,6.682719648,2.662001387,4.776354979,3.660474357,0.582477949,1.367290909,1.027667171,35,9,,
2020-04-15,33.50372945,39.06990423,35.9065626,5.171873903,7.864490209,6.499789647,2.400591591,4.432444377,3.372081316,0.533612972,1.260712717,0.948862784,33.54867641,38.90735215,35.91723819,5.083715867,7.876241165,6.510639804,2.420012244,4.455425747,3.38538276,0.534481151,1.260684114,0.950731772,35,7,,
2020-04-16,33.45259631,38.68492974,35.82292173,5.019817548,7.577741692,6.307798089,2.262394867,4.208853369,3.144306353,0.493365973,1.173590843,0.889399653,33.52443977,38.48550365,35.86636618,4.980359413,7.617674556,6.325270436,2.272879569,4.215657622,3.157199789,0.495742164,1.179444258,0.891252468,36,6,,
2020-04-17,33.21903285,38.13679501,35.62193578,4.87560756,7.265876465,6.083043936,2.132473902,4.074346213,2.956104608,0.470943334,1.113211722,0.837837358,33.21850255,38.10005324,35.64563736,4.825638466,7.307813426,6.104365431,2.161906351,4.053952012,2.968377194,0.466849867,1.113211722,0.839472757,35,6,,
2020-04-18,32.82940976,37.71248059,35.24609719,4.747683344,6.98810953,5.874802727,2.058943362,3.946325392,2.80073788,0.454271312,1.054580223,0.794195828,32.81552894,37.7017467,35.29774196,4.686291432,7.060415222,5.881524609,2.070284202,3.939417158,2.820478498,0.452996522,1.059527826,0.796250869,35,4,,
2020-04-19,32.27950575,37.15442469,34.81879547,4.580959023,6.735615705,5.642164445,1.9594655,3.861247163,2.681644827,0.441551394,1.011983836,0.756649141,32.21710232,37.14909229,34.86464439,4.538962406,6.782178454,5.649757125,1.989786438,3.847076284,2.690511402,0.441256195,1.015915243,0.760618327,35,4,,
2020-04-20,31.70643297,36.59628546,34.31004864,4.416795193,6.478060894,5.433937803,1.89163929,3.739114683,2.57470303,0.431761245,0.973127581,0.727647621,31.67903189,36.64160867,34.33160362,4.39268709,6.481589047,5.435030417,1.919423875,3.739114683,2.578161173,0.433413388,0.981617251,0.729840288,35,5,,
2020-04-21,31.18594702,36.06244031,33.78470062,4.243504926,6.244529774,5.243686233,1.819489733,3.651337402,2.482704397,0.424308202,0.939415593,0.698851715,31.12343536,36.06194773,33.78165618,4.224375885,6.264784414,5.248900773,1.841957705,3.656921815,2.494406153,0.423851205,0.942289717,0.698851715,33,4,,
2020-04-22,30.58530835,35.51152928,33.22609457,4.107760056,6.033634781,5.062610288,1.756419931,3.571365457,2.402418712,0.415877278,0.9130931,0.673277527,30.49925724,35.48177054,33.23094319,4.040162966,6.033884934,5.06949065,1.7712532,3.58712424,2.407362025,0.413574487,0.908742382,0.671906017,32,4,,
2020-04-23,29.97794818,34.89113611,32.65110659,3.964827862,5.830797262,4.883294209,1.680355745,3.508330426,2.333850029,0.408424942,0.887826605,0.64998024,29.84596659,34.83975293,32.66123889,3.905622273,5.831465169,4.891530072,1.715910796,3.51613922,2.348594631,0.407544879,0.884045499,0.650958487,34,3,,
2020-04-24,29.38266978,34.22301223,32.07106886,3.818134019,5.646879299,4.721495881,1.617094097,3.441294312,2.271159307,0.400603773,0.862799895,0.62966372,29.23373935,34.18611829,32.05332896,3.776710945,5.654269903,4.721495881,1.654640484,3.445912584,2.282083401,0.400678823,0.860240179,0.627842239,32,4,,
2020-04-25,28.72734522,33.55950985,31.47763919,3.678597247,5.470731611,4.560042796,1.564515814,3.385900964,2.217636182,0.393040089,0.842471802,0.612793944,28.63352106,33.53961111,31.44920007,3.650885676,5.485679576,4.570886015,1.59969716,3.395356066,2.220210909,0.392518702,0.838482373,0.610358548,35,3,,
2020-04-26,28.16021158,32.92233326,30.85675196,3.535310811,5.326524929,4.406869721,1.504130805,3.314113414,2.157318684,0.38506662,0.824720321,0.595704095,28.07512357,32.84428339,30.81969643,3.527314802,5.34290698,4.409813008,1.543033084,3.343417515,2.161779592,0.384851141,0.822374592,0.594934218,36,1,,
2020-04-27,27.52451959,32.25041531,30.19505501,3.417502241,5.181310311,4.275453766,1.445074721,3.250277242,2.098613289,0.377194001,0.807007932,0.578627156,27.50362251,32.25010405,30.18831264,3.396704538,5.212113957,4.280734094,1.496561822,3.278176119,2.103687414,0.375411078,0.8010576,0.578112385,37,2,,
2020-04-28,26.89860589,31.59097184,29.58836442,3.31676711,5.06089062,4.139717786,1.392805002,3.18675565,2.046953885,0.371322157,0.788781663,0.562316996,26.90326189,31.59193746,29.57800389,3.275215264,5.073720765,4.140618472,1.445366107,3.223507475,2.04680287,0.370753821,0.786633691,0.561782866,38,3,,
2020-04-29,26.28721307,31.0008322,28.98216146,3.200529764,4.923395508,4.009162389,1.349956204,3.135951663,2.001654375,0.364516426,0.774037018,0.547597579,26.24929656,31.0008322,28.93960723,3.152588554,4.952195911,4.011925567,1.390075929,3.147561132,1.998243691,0.361791545,0.77043551,0.547931102,39,4,,
2020-04-30,25.68353102,30.38950217,28.34188973,3.078184979,4.806118676,3.881321714,1.307604275,3.089603123,1.95331619,0.356933922,0.756578847,0.533786176,25.63689121,30.3829285,28.31416223,3.045008688,4.848277626,3.896252438,1.34376987,3.097779045,1.948691677,0.352907214,0.753200164,0.531878633,36,2,,
2020-05-01,25.08253456,29.78614729,27.74686596,2.965213365,4.721663859,3.780749879,1.263744341,3.034812902,1.903617383,0.348035822,0.737202494,0.517859365,25.01949618,29.75245527,27.71647688,2.941711995,4.735532509,3.778149418,1.293787748,3.052087969,1.901619046,0.343515165,0.732923455,0.516912718,34,2,,
2020-05-02,24.40514406,29.18737706,27.12753354,2.85218613,4.622760752,3.682149397,1.223574733,2.978209241,1.86340158,0.338288513,0.723521072,0.504328495,24.31284921,29.19453181,27.12587359,2.823755449,4.660047619,3.683262424,1.24811294,3.011116717,1.856480114,0.336123755,0.71430303,0.501115482,35,2,,
2020-05-03,23.78002081,28.60284258,26.55193663,2.750875534,4.550919673,3.584498935,1.182610812,2.926568958,1.811121136,0.327534442,0.709709712,0.489556362,23.64746978,28.64939353,26.53162829,2.730640953,4.581842076,3.590281476,1.204075238,2.958190788,1.809173561,0.326381456,0.69850233,0.487695194,36,4,,
2020-05-04,23.14875019,28.09415973,25.9606183,2.639610715,4.492721361,3.481562023,1.136380882,2.883866988,1.767921395,0.319924807,0.694150163,0.478084633,23.01917121,28.11161025,25.931096,2.633643663,4.501557605,3.480809307,1.162349716,2.906273709,1.760684995,0.317309922,0.685580088,0.473901549,30,2,,
2020-05-05,22.47569597,27.60986759,25.33368287,2.535981619,4.417326031,3.380291231,1.088461898,2.839645491,1.727291468,0.30979005,0.680658231,0.465829853,22.38972199,27.64802134,25.31313759,2.526685595,4.429077818,3.380779122,1.120560867,2.859326463,1.7131705,0.306096315,0.672927804,0.462210724,24,2,,
2020-05-06,21.82373825,27.15593086,24.76126829,2.471957147,4.344399795,3.277646618,1.043933908,2.792496914,1.684130876,0.301702606,0.665839536,0.453578015,21.85966033,27.32112176,24.84750213,2.480087274,4.38466231,3.322927285,1.201670427,2.944620709,1.809684789,0.330558474,0.710521749,0.486782685,22,2,,
2020-05-07,21.18060243,26.73781009,24.14110175,2.39200701,4.262711765,3.184644311,0.997240571,2.745707792,1.646273919,0.291935622,0.652497854,0.440843128,21.43149107,27.17644782,24.55089487,2.47858324,4.375878379,3.321823822,1.292221944,3.133430082,1.950680411,0.352760391,0.779407296,0.52365534,21,1,,
2020-05-08,20.5269826,26.27570432,23.58746881,2.305979238,4.175272244,3.09593167,0.95549532,2.701176177,1.605069859,0.281154633,0.637652336,0.428469368,21.16820594,27.42449474,24.46830946,2.486814026,4.407096687,3.353731101,1.391933013,3.391649526,2.116559288,0.378960102,0.867666559,0.565383183,21,1,,
2020-05-09,19.84348103,25.88028883,23.02865829,2.226878263,4.097762922,3.019694964,0.91957973,2.651808202,1.561954082,0.272356871,0.625551894,0.415819308,21.07475317,27.98239207,24.58722047,2.526743045,4.532228919,3.423729154,1.492734353,3.706606913,2.28185482,0.405713914,0.975677011,0.61210099,22,1,,
2020-05-10,19.17874457,25.47487058,22.49917437,2.152755059,4.048123268,2.940723101,0.890506109,2.607421953,1.523763517,0.263987667,0.615340503,0.406177518,21.10859933,28.80752151,24.87809481,2.577442239,4.755002167,3.531966161,1.594672453,4.010005142,2.466557213,0.430429206,1.095116931,0.661518638,22,1,,
2020-05-11,18.5258324,25.14271108,21.95888713,2.069180426,3.987691242,2.864387508,0.860784419,2.566713435,1.483738558,0.254687129,0.606534648,0.396980963,21.07489771,30.08342249,25.36838937,2.654820447,5.051196176,3.700989923,1.712318052,4.39136918,2.681628676,0.45658223,1.223379853,0.713776603,,,,
2020-05-12,17.91312202,24.77643115,21.44019139,1.98534721,3.908517737,2.790766976,0.826473759,2.520987349,1.44583296,0.245395514,0.59968163,0.387191576,21.14362892,31.58760437,25.97137114,2.767379533,5.44557184,3.894487725,1.835540192,4.798261367,2.913928683,0.48915414,1.367523912,0.76831419,,,,
2020-05-13,17.3026226,24.44693299,20.93489192,1.913310853,3.861145723,2.715467874,0.793566713,2.495118512,1.410283269,0.237649935,0.588079415,0.37755851,21.25982267,33.66952342,26.73868884,2.874291017,5.867274923,4.096608706,1.920345431,5.201522034,3.091250063,0.508051243,1.504224614,0.813961822,,,,
2020-05-14,16.73011919,24.17328403,20.39037955,1.845320843,3.808604717,2.642282171,0.763878711,2.465398309,1.37254448,0.228598465,0.579665951,0.368407497,21.40137304,35.97536337,27.55814056,2.954163281,6.391683993,4.297926719,1.976450537,5.586299362,3.223233527,0.52106323,1.605755326,0.851021035,,,,
2020-05-15,16.19196951,23.85089434,19.92155274,1.776769839,3.747162327,2.571405732,0.738511147,2.441053227,1.340493289,0.221011105,0.568320409,0.359598998,21.62662612,38.16067408,28.4092828,3.0384646,6.898245587,4.518001472,2.007196956,5.941594379,3.355607524,0.538255966,1.712787426,0.88305256,,,,
2020-05-16,15.63721988,23.5062474,19.42097732,1.710638056,3.670567311,2.503419389,0.707078752,2.414622731,1.304411533,0.214242438,0.557506061,0.351860011,21.82899725,40.75112519,29.33366612,3.120656354,7.462245536,4.718916958,2.036991616,6.306809279,3.487807172,0.553552694,1.806250346,0.91562565,,,,
2020-05-17,15.09860748,23.23511587,18.96801703,1.643864245,3.615490752,2.438872203,0.676932991,2.380240194,1.269895176,0.205047543,0.547011519,0.342654667,22.03831326,43.25997784,30.34408391,3.193044805,8.019584586,4.937159051,2.082234246,6.67958038,3.628023796,0.570619892,1.902819961,0.950888279,,,,
2020-05-18,14.55212814,22.89464008,18.50365792,1.586548302,3.556350346,2.370031815,0.651552702,2.345477319,1.236654819,0.197670879,0.538514134,0.333461918,22.32762019,46.04518863,31.3989308,3.272876198,8.585067928,5.160759266,2.116436168,7.073342649,3.75566377,0.58298816,2.002293377,0.989058119,,,,
2020-05-19,14.00326205,22.64430684,18.04466743,1.527375503,3.51409821,2.308972714,0.623781428,2.307279913,1.205397456,0.190083591,0.529480749,0.324706091,22.62372963,48.87548931,32.48604204,3.342960907,9.155825208,5.373499998,2.160245746,7.502371949,3.888355056,0.593183307,2.118872589,1.023976141,,,,
2020-05-20,13.49250553,22.42603001,17.59698345,1.469175394,3.464556369,2.247576202,0.596580477,2.270040179,1.173098188,0.183286053,0.519619663,0.316130396,22.90252218,51.63104298,33.49564259,3.411427487,9.735575755,5.596385471,2.200402353,7.903876666,4.02726074,0.607638042,2.248403087,1.065320607,,,,
2020-05-21,12.9932773,22.18966946,17.15272054,1.414140091,3.428472931,2.186948782,0.571787974,2.23517138,1.140156395,0.177427447,0.511970483,0.308161397,23.20286234,55.05232457,34.63237612,3.516038517,10.34051629,5.822480026,2.254549141,8.397486152,4.175326838,0.62062714,2.368303536,1.104481053,,,,
2020-05-22,12.51904478,21.97066106,16.73778792,1.361108361,3.378818197,2.130894679,0.549710539,2.199914308,1.111527876,0.171644858,0.503100886,0.299615045,23.49227372,58.41927799,35.78742979,3.591374849,10.97490637,6.035170325,2.304490032,8.943393767,4.324465263,0.633165338,2.505872372,1.144703896,,,,
2020-05-23,12.05608063,21.68678125,16.30330416,1.312704898,3.320942184,2.068846864,0.528545665,2.160763548,1.084441413,0.164619963,0.494199426,0.292383094,23.84414232,61.91409768,37.04185423,3.649571968,11.65306166,6.271204932,2.372721875,9.425308128,4.483385792,0.643090311,2.641033362,1.18720576,,,,
2020-05-24,11.63639128,21.43219159,15.89216295,1.261195226,3.26539396,2.012022998,0.507486889,2.1316343,1.052996246,0.157808865,0.488697309,0.283986273,24.13535334,65.83012403,38.33168605,3.743048233,12.42298451,6.502223739,2.420150035,9.989132912,4.644812775,0.660233382,2.79447458,1.231562481,,,,
2020-05-25,11.23777236,21.23277202,15.48901604,1.215671801,3.222584934,1.965685236,0.489114744,2.119106603,1.024330577,0.151317776,0.480831593,0.276007863,24.4638727,69.92966695,39.67465543,3.839741832,13.15194734,6.735609074,2.467699532,10.59780943,4.814650655,0.673923868,2.959117793,1.280279162,,,,
2020-05-26,10.8555578,21.01270137,15.11442223,1.170684356,3.17270077,1.922870187,0.471143331,2.078548271,1.001825485,0.145109737,0.472413937,0.269388848,24.85109311,74.45068563,41.06584419,3.924348951,13.90878568,6.974394149,2.522180782,11.23384822,4.996489615,0.69022858,3.130674761,1.326188051,,,,
2020-05-27,10.46025104,20.75514747,14.74720444,1.123791972,3.12378059,1.875346341,0.452909918,2.053814873,0.978097426,0.139278252,0.467190086,0.263542072,25.24940565,78.7853207,42.55146237,4.017025545,14.78331828,7.264016708,2.578187931,11.88692405,5.171318604,0.702570529,3.315606621,1.370007852,,,,
2020-05-28,10.05646671,20.43893217,14.38413216,1.078821956,3.079447265,1.828416489,0.435538249,2.031894823,0.950698774,0.133826748,0.462036696,0.257917176,25.75407734,83.54198077,44.04839948,4.097946755,15.72810435,7.516289125,2.631743182,12.55731349,5.371460454,0.721780621,3.521449972,1.419097624,,,,
2020-05-29,9.667060045,20.20788948,14.0176435,1.03560963,3.038016599,1.779980836,0.419348189,2.013200863,0.922405297,0.128342609,0.455064264,0.25161192,26.17265756,88.52802424,45.63505492,4.174688521,16.58253131,7.770460399,2.693547872,13.32960779,5.564684182,0.736816512,3.729607413,1.469973015,,,,
2020-05-30,9.324894408,19.99397724,13.64483035,0.998970544,2.992615122,1.735129374,0.403410264,1.984374638,0.897770893,0.12337414,0.448232819,0.245548842,26.60196879,94.08529915,47.18316875,4.251060304,17.54797444,8.074790938,2.735267675,14.1104578,5.770219294,0.748893411,3.930769843,1.52642999,,,,
2020-05-31,8.986806046,19.75349644,13.27883879,0.961197642,2.949126611,1.690821218,0.386218724,1.952382387,0.875201368,0.118826932,0.441354916,0.239737497,27.03983342,99.60036189,48.85270101,4.33705657,18.56399896,8.365882095,2.775119886,14.95746161,5.964314966,0.765820669,4.141466451,1.578588363,,,,
2020-06-01,8.713026188,19.51370261,12.93224619,0.925283932,2.904481203,1.653702322,0.370593858,1.920848295,0.852396596,0.114014454,0.435023267,0.233268171,27.48694046,105.8154024,50.44265415,4.425712734,19.66241313,8.662130121,2.848293899,15.76291934,6.18507467,0.783012884,4.368769489,1.633731567,,,,
2020-06-02,8.393143289,19.26142284,12.61011713,0.890571139,2.869276809,1.608765286,0.355667408,1.894084728,0.832661312,0.109074106,0.431772988,0.228511632,27.96653189,112.0675842,52.25818991,4.497230036,20.81297467,8.984051268,2.89639215,16.71316057,6.402680297,0.800366461,4.593169166,1.690170969,,,,
2020-06-03,8.054532484,19.03993596,12.29577994,0.855206113,2.834066632,1.56558632,0.341344038,1.86789894,0.808959851,0.104816427,0.426167953,0.222438082,28.47564088,118.8219922,54.27044237,4.586299671,22.03367623,9.310695367,2.944706183,17.684727,6.63022512,0.813491196,4.834818573,1.747639035,,,,
2020-06-04,7.733156034,18.8451741,11.99908298,0.820184925,2.806041722,1.523933414,0.327534319,1.841908596,0.789565412,0.100159516,0.418584528,0.217289125,28.87808805,125.8020723,56.21069545,4.679399311,23.31997998,9.685764498,2.98622272,18.61865271,6.876197602,0.823499485,5.112583306,1.808809552,,,,
2020-06-05,7.42906114,18.6629783,11.69946336,0.786621936,2.764042646,1.483654965,0.314277933,1.814216658,0.767464216,0.096058659,0.411335132,0.211374343,29.40345249,133.4549048,58.16876096,4.774170074,24.72849995,10.00450109,3.045903718,19.63350739,7.134876808,0.836152485,5.407845759,1.871072634,,,,
2020-06-06,7.130284862,18.48268992,11.40146464,0.754452817,2.730135728,1.442428271,0.30155796,1.789243796,0.745589158,0.092276659,0.405622434,0.206186885,29.94300653,141.4302078,60.1773554,4.870403268,26.14294653,10.36113691,3.106740713,20.73750026,7.364784283,0.853767174,5.677677007,1.930109867,,,,
2020-06-07,6.852672029,18.30426531,11.1078021,0.7236166,2.696504889,1.40753555,0.289393662,1.770008176,0.725855442,0.088643191,0.400120261,0.200961744,30.43865234,149.7250843,62.29960326,4.96875526,27.60356233,10.72421144,3.157576605,21.90075225,7.590116457,0.871673957,5.960134595,1.993194847,,,,
2020-06-08,6.597040114,18.09321329,10.82196974,0.694055432,2.670437533,1.369954363,0.277726212,1.751103526,0.706440699,0.085228556,0.396626397,0.195973259,30.90420021,158.5734773,64.45452624,5.066649567,29.12257464,11.09757223,3.211353731,22.97388657,7.860449415,0.889874017,6.286066413,2.061017584,,,,
2020-06-09,6.350693415,17.95284794,10.53821459,0.665714352,2.6447148,1.334967657,0.265794671,1.732391222,0.688405765,0.081798858,0.391001692,0.191066077,31.37490252,167.6042753,66.67794441,5.160109613,30.6941415,11.5176484,3.270029479,24.2682185,8.157128997,0.908368348,6.608768411,2.13118357,,,,
2020-06-10,6.11331932,17.76844797,10.28431338,0.638541101,2.619805941,1.299529473,0.254177177,1.713869516,0.671232121,0.078573602,0.386470584,0.186656265,31.89204002,177.0131322,69.07265168,5.266552727,32.4500562,11.92260399,3.329229141,25.5634528,8.428521131,0.927157749,6.958954802,2.200052883,,,,
2020-06-11,5.884593525,17.56058923,10.01608761,0.612485936,2.595115594,1.265882406,0.243992249,1.695536673,0.654746064,0.075553765,0.382379096,0.181654795,32.36312756,187.7101663,71.50489743,5.366598611,34.22786937,12.33819652,3.389870596,26.84662193,8.66043373,0.946166924,7.323880387,2.27266858,,,,
2020-06-12,5.664278441,17.35510862,9.742017834,0.587501477,2.57064201,1.235315886,0.2342154,1.677390967,0.638099884,0.072801112,0.378158393,0.176896207,32.87131889,198.8656945,73.95474014,5.467501728,36.08882488,12.75015819,3.467800548,28.28015757,8.973144491,0.965502077,7.683744892,2.349990487,,,,
2020-06-13,5.436932671,17.15197353,9.49281432,0.563542556,2.546383482,1.207592322,0.22483029,1.659430686,0.622302822,0.070046922,0.372072637,0.172634846,33.40289536,210.2639889,76.6001567,5.554648759,38.00822574,13.18746343,3.513104039,29.85924857,9.301505446,0.984538466,8.084505151,2.423829605,,,,
2020-06-14,5.216675575,16.95269969,9.246953854,0.540566085,2.518748229,1.17394507,0.215851868,1.636191423,0.605965528,0.067196529,0.368370638,0.167847681,34.08912943,222.2323949,79.31208979,5.640456972,39.99032642,13.61989033,3.572401747,31.59285808,9.623466393,1.003322529,8.466874091,2.498981861,,,,
2020-06-15,5.015746486,16.75615169,9.015167197,0.518530938,2.491548186,1.141702224,0.207250125,1.608715408,0.591449395,0.064461752,0.361500613,0.163369324,34.7063933,234.6065407,82.12223214,5.726320424,42.14306234,14.09424272,3.648015948,33.31577272,9.953254185,1.021373879,8.864281804,2.575518235,,,,
2020-06-16,4.813590473,16.56182872,8.781044793,0.497397836,2.467155928,1.111789324,0.199034091,1.581192649,0.576627918,0.061837934,0.360063911,0.159508006,35.3435635,246.8057871,84.71310383,5.812272008,44.44534696,14.55321347,3.719192506,34.79262256,10.27350575,1.039239874,9.297254468,2.661229373,,,,
2020-06-17,4.609782366,16.36970228,8.548269126,0.477129248,2.442997558,1.084008156,0.191148005,1.556124484,0.561316619,0.059552011,0.355928242,0.155590068,35.97453651,259.966571,87.21626064,5.898259697,46.78449281,15.05220743,3.789923988,36.16853194,10.56026204,1.057239971,9.765976005,2.746867202,,,,
2020-06-18,4.430554547,16.18481398,8.318384889,0.457689298,2.419069841,1.057564061,0.183558663,1.536377181,0.547178815,0.057290074,0.351663807,0.151798512,36.69677502,273.499839,90.18350307,5.984229925,49.22555796,15.5427191,3.860615085,37.63727923,10.87490665,1.072990551,10.2539665,2.832714078,,,,
