day,date,census_ICU_p_acute_care_current,census_ICU_current,census_vents_current,census_ICU_p_acute_care_50,census_ICU_50,census_vents_50,census_ICU_p_acute_care_70,census_ICU_70,census_vents_70,new_ICU_p_acute_care_current,new_ICU_current,new_vents_current,new_ICU_p_acute_care_50,new_ICU_50,new_vents_50,new_ICU_p_acute_care_70,new_ICU_70,new_vents_70
166,2020-10-13,14.36142031,5.30267827,2.79867499,408.4137818,150.7989348,80.15029507,0.018306408,0.006759289,0.003350772,1.399978737,0.516915226,0.393070953,40.56447897,14.97765377,11.38925756,0.001485334,0.000548431,0.000417036
167,2020-10-14,14.28076768,5.272898836,2.782926105,407.8879905,150.6047965,80.01550347,0.017507397,0.00646427,0.003204523,1.392069727,0.513994976,0.390850347,40.46455778,14.9407598,11.36120276,0.001420505,0.000524494,0.000398834
168,2020-10-15,14.20046239,5.24324765,2.767245443,407.2565196,150.371638,79.86013911,0.016743261,0.006182127,0.003064657,1.384195369,0.511087521,0.388639469,40.35446688,14.90011085,11.33029262,0.001358505,0.000501602,0.000381426
169,2020-10-16,14.12050426,5.21372465,2.751632964,406.5201617,150.099752,79.68438985,0.016012477,0.005912299,0.002930895,1.376355636,0.50819285,0.386438313,40.23433264,14.85575359,11.29656263,0.001299211,0.000479709,0.000364778
170,2020-10-17,14.04089312,5.184329766,2.736088627,405.6798152,149.7894702,79.48846385,0.015313589,0.005654248,0.002802972,1.368550502,0.505310955,0.384246872,40.104291,14.80773821,11.26005093,0.001242505,0.000458771,0.000348857
171,2020-10-18,13.96162875,5.155062923,2.720612384,404.7364829,149.4411629,79.27258909,0.014645204,0.00540746,0.002680632,1.360779937,0.502441823,0.382065136,39.96448711,14.75611832,11.2207983,0.001188274,0.000438747,0.000333631
172,2020-10-19,13.88271093,5.125924037,2.705204187,403.691269,149.0552378,79.0370128,0.014005992,0.005171443,0.002563632,1.353043911,0.499585444,0.379893098,39.81507504,14.70095078,11.17884799,0.00113641,0.000419597,0.000319069
173,2020-10-20,13.80413943,5.09691302,2.689863983,402.5453769,148.6321391,78.7820009,0.01339468,0.004945728,0.002451738,1.34534239,0.496741806,0.377730748,39.65621742,14.64229566,11.13424566,0.001086809,0.000401283,0.000305143
174,2020-10-21,13.72591397,5.068029774,2.674591713,401.3001058,148.1723468,78.50783741,0.012810049,0.004729864,0.002344728,1.337675342,0.493910896,0.375578077,39.48808508,14.58021603,11.08703927,0.001039374,0.000383769,0.000291824
175,2020-10-22,13.64803428,5.039274196,2.659387318,399.9568486,147.6763749,78.21482378,0.012250935,0.004523422,0.002242389,1.33004273,0.4910927,0.373435074,39.31085667,14.51477785,11.03727899,0.000994009,0.000367019,0.000279087
176,2020-10-23,13.57050006,5.010646176,2.644250734,398.5170879,147.1447709,77.9032782,0.011716225,0.004325991,0.002144517,1.322444515,0.488287206,0.371301729,39.12471827,14.44604982,10.98501705,0.000950624,0.000351,0.000266906
177,2020-10-24,13.49331099,4.982145597,2.629181894,396.9823932,146.5781144,77.57353497,0.011204853,0.004137176,0.002050916,1.31488066,0.485494398,0.369178032,38.92986305,14.37410328,10.9303077,0.000909133,0.00033568,0.000255256
178,2020-10-25,13.41646675,4.953772337,2.614180727,395.3544171,145.9770155,77.22594369,0.0107158,0.003956603,0.001961401,1.307351123,0.482714261,0.367063969,38.72649077,14.29901198,10.87320702,0.000869452,0.000321028,0.000244115
179,2020-10-26,13.33996697,4.925526267,2.59924716,393.6348919,145.3421139,76.86086857,0.010248093,0.003783911,0.001875792,1.299855862,0.47994678,0.364959531,38.51480748,14.22085199,10.81377287,0.000831503,0.000307017,0.000233461
180,2020-10-27,13.2638113,4.89740725,2.584381115,391.8256259,144.6740773,76.47868762,0.009800799,0.003618757,0.001793921,1.292394832,0.477191938,0.362864703,38.29502501,14.13970154,10.75206471,0.000795211,0.000293616,0.000223271
181,2020-10-28,13.18799936,4.869415147,2.569582512,389.9284994,143.9735998,76.0797919,0.009373028,0.003460811,0.001715622,1.284967989,0.474449719,0.360779474,38.0673606,14.05564084,10.68814355,0.000760503,0.000280801,0.000213526
182,2020-10-29,13.11253073,4.841549807,2.554851267,387.9454608,143.2414009,75.66458469,0.008963928,0.003309758,0.001640741,1.277575284,0.471720105,0.35870383,37.83203645,13.96875192,10.62207177,0.00072731,0.000268545,0.000204206
183,2020-10-30,13.03740501,4.813811079,2.540187295,385.8785227,142.4782238,75.23348067,0.008572684,0.003165299,0.001569129,1.270216669,0.469003078,0.356637757,37.58927932,13.87911852,10.55391304,0.000695565,0.000256824,0.000195293
184,2020-10-31,12.96262176,4.786198803,2.525590505,383.7297577,141.6848336,74.78690515,0.008198516,0.003027144,0.001500642,1.262892094,0.466298619,0.354581242,37.33932007,13.78682587,10.48373217,0.000665206,0.000245615,0.000186769
185,2020-11-01,12.88818054,4.758712813,2.511060805,381.5012943,140.8620163,74.32529315,0.00784068,0.00289502,0.001435144,1.255601507,0.46360671,0.352534269,37.08239325,13.69196059,10.41159503,0.000636172,0.000234894,0.000178618
186,2020-11-02,12.81408088,4.731352939,2.496598099,379.1953127,140.010577,73.84908866,0.007498461,0.002768663,0.001372505,1.248344856,0.460927331,0.350496825,36.81873668,13.59461047,10.33756838,0.000608406,0.000224642,0.000170822
187,2020-11-03,12.7403223,4.704119003,2.482202289,376.8140406,139.1313381,73.35874372,0.007171179,0.00264782,0.0013126,1.241122085,0.458260462,0.348468893,36.54859099,13.49486437,10.26171978,0.000581851,0.000214837,0.000163366
188,2020-11-04,12.66690432,4.677010825,2.467873274,374.3597491,138.2251381,72.85471765,0.006858182,0.002532252,0.001255309,1.23393314,0.455606082,0.346450459,36.27219926,13.39281204,10.18411749,0.000556455,0.00020546,0.000156235
189,2020-11-05,12.59382642,4.650028216,2.453610949,371.8347482,137.2928301,72.33747618,0.006558846,0.002421728,0.001200519,1.226777962,0.452964171,0.344441505,35.98980655,13.28854396,10.1048303,0.000532168,0.000196493,0.000149416
190,2020-11-06,12.52108808,4.623170983,2.439415208,369.2413827,136.3352798,71.80749062,0.006272576,0.002316028,0.001148121,1.219656494,0.450334705,0.342442016,35.7016595,13.1821512,10.02392748,0.00050894,0.000187916,0.000142895
191,2020-11-07,12.44868877,4.596438929,2.42528594,366.582028,135.3533642,71.26523704,0.005998799,0.002214941,0.001098009,1.212568675,0.447717665,0.340451974,35.40800597,13.07372528,9.9414786,0.000486727,0.000179715,0.000136658
192,2020-11-08,12.37662793,4.56983185,2.411223034,363.8590862,134.3479703,70.7111955,0.005736973,0.002118267,0.001050085,1.205514444,0.445113026,0.338471363,35.1090946,12.96335801,9.857553485,0.000465483,0.000171871,0.000130693
193,2020-11-09,12.304905,4.543349537,2.397226375,361.0749813,133.3199931,70.14584918,0.005486574,0.002025812,0.001004252,1.198493739,0.442520765,0.336500165,34.80517445,12.85114133,9.772222056,0.000445166,0.000164369,0.000124989
194,2020-11-10,12.2335194,4.516991778,2.383295844,358.2321558,132.2703345,69.56968365,0.005247104,0.001937392,0.00096042,1.191506497,0.43994086,0.334538363,34.49649459,12.73716723,9.685554249,0.000425736,0.000157195,0.000119534
195,2020-11-11,12.16247054,4.490758355,2.369431322,355.3330664,131.1999014,68.98318607,0.005018086,0.001852832,0.000918501,1.184552651,0.437373286,0.332585937,34.18330378,12.62152755,9.597619908,0.000407154,0.000150334,0.000114316
196,2020-11-12,12.09175782,4.464649043,2.355632686,352.3801798,130.1096048,68.38684446,0.004799064,0.001771962,0.000878412,1.177632136,0.43481802,0.330642869,33.8658501,12.50431388,9.508488683,0.000389383,0.000143772,0.000109327
197,2020-11-13,12.02138062,4.438663615,2.341899812,349.3759694,129.0003579,67.78114692,0.004589601,0.001694622,0.000840072,1.170744885,0.432275035,0.328709141,33.5443806,12.38561745,9.418229937,0.000372388,0.000137497,0.000104555
198,2020-11-14,11.95133831,4.412801839,2.32823257,346.3229111,127.8730749,67.16658097,0.004389281,0.001620658,0.000803406,1.163890829,0.429744306,0.326784733,33.21914094,12.26552896,9.32691265,0.000356135,0.000131496,1.00E-04
199,2020-11-15,11.88163025,4.387063477,2.314630832,343.2234797,126.7286694,66.54363281,0.004197704,0.001549921,0.00076834,1.157069899,0.427225809,0.324869625,32.89037516,12.14413852,9.234605333,0.000340591,0.000125757,9.56E-05
200,2020-11-16,11.81225578,4.361448288,2.301094466,340.0801455,125.5680537,65.9127867,0.004014489,0.001482273,0.000734805,1.150282023,0.424719516,0.322963799,32.55832526,12.02153548,9.141375939,0.000325725,0.000120268,9.15E-05
