"","date","hosp_census_5_current","hosp_census_95_current","hosp_census_median_current","vent_census_5_current","vent_census_95_current","vent_census_median_current","hosp_admits_5_current","hosp_admits_95_current","hosp_admits_median_current","vent_admits_5_current","vent_admits_95_current","vent_admits_median_current","hosp_census_5_reduction_10","hosp_census_95_reduction_10","hosp_census_median_reduction_10","vent_census_5_reduction_10","vent_census_95_reduction_10","vent_census_median_reduction_10","hosp_admits_5_reduction_10","hosp_admits_95_reduction_10","hosp_admits_median_reduction_10","vent_admits_5_reduction_10","vent_admits_95_reduction_10","vent_admits_median_reduction_10","hosp_census_5_increase_10","hosp_census_95_increase_10","hosp_census_median_increase_10","vent_census_5_increase_10","vent_census_95_increase_10","vent_census_median_increase_10","hosp_admits_5_increase_10","hosp_admits_95_increase_10","hosp_admits_median_increase_10","vent_admits_5_increase_10","vent_admits_95_increase_10","vent_admits_median_increase_10","hosp_census_observed","vent_census_observed","hosp_admits_observed","vent_admits_observed"
"198",2020-08-25,8.44348856243705,24.5051051760872,15.3111389086853,0.776724783289828,7.87768064020441,3.45084153974268,0,5,2,0,2,0,8.40046098442465,24.6050309659856,15.3340898089166,0.776465504437707,7.83787659388043,3.44440342056477,0,5,2,0,2,0,8.42319240632268,24.5789684126932,15.3271083059808,0.775046100457467,7.81574234530185,3.4381099099594,0,5,2,0,2,0,11,NA,1,NA
"199",2020-08-26,8.71068016977593,24.6253148544859,15.6116304503232,0.810284871949217,7.95438592475313,3.50753415375807,0,5,2,0,2,0,8.67805908536364,24.7536988252542,15.5630361001802,0.813159349807449,7.95056647680071,3.48836912536922,0,5,2,0,2,0,8.78164301888117,24.7564066363802,15.6303758295573,0.798746106040188,8.00513401991982,3.49697250509085,0,5,2,0,2,0,12,NA,1,NA
"200",2020-08-27,8.95868633919012,24.7589154804841,15.8764120100883,0.846859445953247,8.08057293724953,3.56961745965565,0,5,2,0,2,0,8.96901064170016,24.8748242332363,15.8822510047243,0.851845579394566,8.08397613050464,3.5376620937475,0,5,2,0,2,0,8.99963274410622,24.9053174254664,15.9027562618974,0.843680742520973,8.08049591037226,3.56769068678,0,5,2,0,2,0,12,NA,1,NA
"201",2020-08-28,9.28051053517276,24.9732492342879,16.1264928350013,0.888687193846594,8.20685383927457,3.61603521116534,0,5,2,0,2,0,9.32253504966761,25.0120378765738,16.1756268795312,0.892724799199862,8.21309218420511,3.61426643169019,0,5,2,0,2,0,9.3548276789675,25.0670619521897,16.1506628824782,0.880026482227362,8.23646400165181,3.59834377502998,0,5,2,0,2,0,12,NA,2,NA
"202",2020-08-29,9.72893105994124,25.090575445784,16.4237287228169,0.904895158130018,8.38387201679282,3.68463476229695,0,6,2,0,2,0,9.57462798031721,25.2007359336452,16.4497309531096,0.923688741893363,8.40628423750997,3.67698681349204,0,5,2,0,2,0,9.64338684083064,25.1696944546505,16.4322379696244,0.91246473658037,8.38379253817359,3.66452234907977,0,5,2,0,2,0,12,NA,0,NA
"203",2020-08-30,9.9701729449326,25.3298339926846,16.7037721660049,0.947633320291089,8.55940612879885,3.7405210072389,0,6,2,0,2,0,9.90640825369009,25.3467969354222,16.7571802601753,0.939622096372525,8.54953048957364,3.73353517872192,0,6,2,0,2,0,9.95097071751921,25.2605893595082,16.6485985419374,0.95393545411034,8.48649655449158,3.73082367481293,0,6,2,0,2,0,11,NA,0,NA
"204",2020-08-31,10.2848534127787,25.4281455419802,17.0286094327625,1,8.70314710191679,3.79451817522899,0,6,2,0,2,0,10.2519849304339,25.431099793913,17.0160845671594,0.977137625745143,8.65945154175571,3.78827669358819,0,6,2,0,2,0,10.2023655054242,25.3807046041706,17.0061902434827,0.989615572338553,8.61542479039682,3.78470255534389,0,6,2,0,2,0,12,NA,2,NA
"205",2020-09-01,10.609897679835,25.4994694143276,17.3289064228323,1.03240788194568,8.8953871134129,3.85482218159738,0,6,2,0,2,0,10.5687620799419,25.655542333109,17.2961576765999,1.00833657093789,8.78777003959477,3.8526443396896,0,6,2,0,2,0,10.5038169361972,25.5696597026483,17.2848712255534,1.0146796424628,8.79333015400963,3.85727915396339,0,6,2,0,2,0,13,NA,1,NA
"206",2020-09-02,10.9673662914725,25.6683587925728,17.5543101647936,1.06040405219001,9.00094687270217,3.91765742115537,0,6,2,0,2,0,10.8965790284502,25.8290539014862,17.5764529309237,1.04912292239353,9.04418990175768,3.91495177207334,0,6,2,0,2,0,10.8708070340408,25.6425016338637,17.5654266411863,1.05091807881126,8.9501036876713,3.90720512160644,0,6,2,0,2,0,16,NA,3,NA
"207",2020-09-03,11.2280464604489,25.8229383750759,17.8636606628579,1.10579872977632,9.13851759700502,3.97525210853164,0,6,2,0,2,0,11.2219659399748,25.8421013912689,17.8697357556581,1.09338119923433,9.21557737016539,3.96313054592836,0,6,2,0,2,0,11.1956935721096,25.7807448135977,17.8535906046791,1.08145594739234,9.16415787504384,3.96580159181969,0,6,2,0,2,0,17,NA,2,NA
"208",2020-09-04,11.5986115474212,25.9899968386544,18.1137670363977,1.12028011323713,9.35909045433774,4.0303796157105,0,6,3,0,2,0,11.5486465901264,26.0589743355211,18.1545620776404,1.13138866818287,9.37817127189834,4.02182350867144,0,6,3,0,2,0,11.5354551866925,26.0099081058944,18.1143938381067,1.12500199933055,9.33259241429338,4.01843113544571,0,6,3,0,2,0,19,NA,2,NA
"209",2020-09-05,11.9492865374527,26.2177863429145,18.4168342201497,1.16898747381291,9.53319706566933,4.08138748441718,0,6,3,0,2,0,11.9032794732216,26.0887035683876,18.4575448819449,1.16249754028867,9.46477999346199,4.08320369045207,0,6,3,0,2,0,11.9533979965521,26.2096593899417,18.4207176136353,1.159230741079,9.54843776415114,4.06996238405678,0,6,3,0,2,0,21,NA,3,NA
"210",2020-09-06,12.2635907261088,26.3776592654344,18.7332748050009,1.20679425005531,9.74470169304438,4.1352470494161,0,6,3,0,2,0,12.2480014978342,26.2497869555409,18.6923423149891,1.20534418929736,9.67221227744788,4.12991005024771,0,6,3,0,2,0,12.2941590358784,26.3544044029016,18.728428698737,1.19404573371661,9.73447537043041,4.13071233531976,0,6,3,0,2,0,22,NA,3,NA
"211",2020-09-07,12.602781604576,26.5152226848172,19.0059543479928,1.24934285711878,9.91120421534606,4.19217885124733,0,6,3,0,2,0,12.6347100343989,26.5041934473814,18.9848545121775,1.23652156725778,9.82408730661367,4.20049558127823,0,6,3,0,2,0,12.6189127367374,26.5783842753037,19.0193480655953,1.24806277052216,9.92525557341416,4.17849232868162,0,6,3,0,2,0,23,NA,2,NA
"212",2020-09-08,13.0060472957971,26.613670416033,19.3509565288502,1.2606494481311,10.1581524338715,4.26107171601968,0,6,3,0,2,0,12.9616500120594,26.6228254119646,19.2862830029952,1.2471454064359,10.1177315950501,4.24362975354635,0,6,3,0,2,0,12.9164512401794,26.7177052550334,19.2692569576463,1.2688807445287,10.0683708439853,4.24360260463215,0,6,3,0,2,0,28,NA,6,NA
"213",2020-09-09,13.3379435656563,26.9117744454325,19.59830939654,1.29671304739893,10.3442093043914,4.3034998656625,0,6,3,0,2,0,13.2801906368088,26.828462786061,19.5827380592026,1.29235465048879,10.3778978991685,4.29065294034125,0,6,3,0,2,0,13.3455887802668,26.971885358769,19.5693326735621,1.30739338777787,10.2423141937454,4.30329010180418,0,6,3,0,2,0,28,NA,4,NA
"214",2020-09-10,13.6293199058674,27.0818086556771,19.8955563611586,1.34785042006374,10.5261217877124,4.36287147783992,0,6,3,0,2,0,13.5988365213149,27.0682794187743,19.8987182462243,1.3278863705474,10.6035785256882,4.372494803712,0,6,3,0,2,0,13.7139293831163,27.173529865535,19.8684085549875,1.36041132510404,10.4885530740982,4.34606211495645,0,6,3,0,2,0,31,NA,5,NA
"215",2020-09-11,13.9218074054922,27.3640957348063,20.172986542502,1.38759912595278,10.6713927480042,4.40735868195052,0,6,3,0,2,0,13.9340963532452,27.3382673918884,20.1228504601635,1.38053332889286,10.857439651685,4.41302555597078,0,6,3,0,2,0,13.9766430943953,27.3919089904098,20.1381918069624,1.39414127286304,10.7495053901318,4.40645474809027,0,6,3,0,2,0,30,NA,3,NA
"216",2020-09-12,14.2870804998075,27.571026723564,20.4348081734842,1.40653569140728,10.9149183648454,4.4641007529439,0,6,3,0,2,0,14.2407532247513,27.5398681088052,20.4297318508392,1.42212470433629,11.013368643808,4.47362686393228,0,6,3,0,2,0,14.3282841263713,27.6451264871918,20.4333200349731,1.42891197488556,10.9198678169935,4.47607494298313,0,6,3,0,2,0,30,NA,1,NA
"217",2020-09-13,14.5989779044103,27.8156753284881,20.7210680756176,1.43954024402185,11.0830134407874,4.52638094314536,1,6,3,0,2,0,14.594421029948,27.7823576672163,20.7173466085893,1.44570669836399,11.238988878702,4.52519958496999,0,6,3,0,2,0,14.6876986396703,27.8978066234886,20.7809179555141,1.45874263271698,11.1436930290042,4.53976258393405,1,6,3,0,2,0,32,NA,5,NA
"218",2020-09-14,14.9830607413405,28.0242378586458,21.0177538686579,1.49591005090228,11.288234228767,4.58616980067078,1,6,3,0,2,0,14.9446796456564,28.0367075870847,20.9894203006,1.47939043559189,11.3762706744946,4.5972644254195,1,6,3,0,2,0,15.0047077437169,28.1801989328144,21.0115212190567,1.51224532656981,11.4203040625249,4.57599422801623,1,6,3,0,2,0,33,NA,3,NA
"219",2020-09-15,15.2086205978477,28.2478987543595,21.3234774708742,1.55053493556926,11.5407910577982,4.6424335680058,1,6,3,0,2,0,15.1571396629349,28.2205155489618,21.294361050467,1.52199457294998,11.5734850043629,4.65032404407313,1,6,3,0,2,0,15.35414389339,28.3417076241856,21.3651332063786,1.54955669544485,11.5884450008391,4.63644389268099,1,6,3,0,2,0,34,NA,3,NA
"220",2020-09-16,15.5350804426968,28.523150501296,21.5817434743947,1.59625772888526,11.7227846046148,4.71401481466542,1,6,3,0,2,0,15.481142376361,28.5347974407936,21.5564224717671,1.55272401437105,11.7432038512628,4.68388315381439,1,6,3,0,2,0,15.5765593277699,28.6900419047351,21.6619183913709,1.60684383468932,11.8405383037074,4.70094532163092,1,6,3,0,2,0,35,NA,2,NA
"221",2020-09-17,15.8265446822797,28.7994014522987,21.8646606479887,1.63632908604901,11.8882399038739,4.75025326129244,1,7,3,0,2,0,15.7815035332792,28.8996262566024,21.8630890840632,1.60276393687307,12.0013971371524,4.72771885076596,1,7,3,0,2,0,15.8539329333866,28.8654393995267,21.9548265394533,1.64136025499684,12.0045790192504,4.73381816065951,1,6,3,0,2,0,37,NA,3,NA
"222",2020-09-18,16.1180663691302,29.1052508427265,22.1919881971838,1.65604670246675,12.174327541188,4.82059799115468,1,7,3,0,2,0,16.0494182350245,29.1735570150023,22.1689101810352,1.64013689056425,12.3012868142716,4.77407483539096,1,7,3,0,2,0,16.1080570365615,29.1452790492901,22.2240007716011,1.67051684654446,12.2810100278869,4.80970120105519,1,7,3,0,2,0,37,NA,2,NA
"223",2020-09-19,16.3623998623008,29.4545836000877,22.4321508726423,1.68085844630281,12.4577232035123,4.86921087711162,1,7,3,0,2,0,16.3081038763478,29.4272130877789,22.4158858756206,1.69166685335167,12.530922426108,4.84127983599192,1,7,3,0,2,0,16.3913251865406,29.378536324905,22.4917380346641,1.69798669387374,12.5423007731549,4.8393869401521,1,7,3,0,2,0,38,NA,2,NA
"224",2020-09-20,16.6415170443224,29.7877626166847,22.7204811303246,1.70615993424202,12.6878632862825,4.9103929058554,1,7,3,0,2,0,16.6354392842501,29.7455779084239,22.7683769917321,1.72909304476139,12.7785970775821,4.90314921226836,1,7,3,0,2,0,16.693460529975,29.7093162489624,22.7963514286453,1.73596253630249,12.7883283621187,4.88214641245147,1,7,3,0,2,0,44,NA,6,NA
"225",2020-09-21,16.871372946091,30.16980977007,23.0138901150183,1.75260667346543,12.9319492312591,4.96512782951151,1,7,3,0,2,0,16.8962540414916,30.0788774538044,23.0642973199789,1.76293116424661,12.9837980697777,4.96982688109612,1,7,3,0,2,0,16.9217389280858,30.0805818946411,23.0935083957223,1.76595201316367,13.0684969815602,4.92775436205941,1,7,3,0,2,0,47,NA,5,NA
"226",2020-09-22,17.0814205666056,30.4326859617403,23.2810735022982,1.79185192909055,13.1750060434979,5.02974931010005,1,7,3,0,2,0,17.1389768489638,30.3809601812846,23.3664445091629,1.78962600521418,13.2018386802904,5.05707402559631,1,7,3,0,2,0,17.2071363471249,30.3519564044475,23.3657308548607,1.79858732287949,13.3432706715843,4.9909345884494,1,7,3,0,2,0,46,NA,2,NA
"227",2020-09-23,17.2955800953892,30.6466156271617,23.5742246858318,1.84178631939511,13.4397959892176,5.08405220200265,1,7,3,0,2,0,17.4645523817396,30.7153124638873,23.6324457208967,1.84310722375975,13.4511616073229,5.0705903466309,1,7,3,0,2,0,17.4223281635852,30.7641681770376,23.6258762990436,1.83799218175069,13.5762515129298,5.06963834810417,1,7,3,0,2,0,45,NA,1,NA
"228",2020-09-24,17.5383854245963,31.0298569678,23.8886724423354,1.89419598263984,13.6845029520128,5.13975391986461,1,7,3,0,2,0,17.5789100625997,31.0192785056059,23.9375291707498,1.87624011941561,13.7280085872491,5.14975705757898,1,7,3,0,2,0,17.6987814822267,31.1533816703484,23.9228430052433,1.87438114225976,13.8696797977272,5.13391242355711,1,7,3,0,2,0,44,NA,2,NA
"229",2020-09-25,17.8159530919944,31.3645257348159,24.188922321903,1.92230938257273,13.9930042728465,5.20790554363883,1,7,3,0,2,0,17.8597287385256,31.4188930545699,24.2251023685324,1.89433473367015,14.0502263941755,5.20637567794487,1,7,3,0,2,0,17.8426800537434,31.5238427805713,24.2187575829274,1.90196903203296,14.0936873941013,5.19288976163114,1,7,3,0,2,0,48,NA,5,NA
"230",2020-09-26,18.02155231099,31.6544904696027,24.4759823468436,1.94986980970125,14.203345550429,5.25385802676626,1,7,3,0,2,0,18.0489065092773,31.7753557718347,24.5031534979962,1.9304052578912,14.3625764861915,5.2818102958475,1,7,3,0,2,0,18.0928236264711,31.8337223439112,24.5133463099891,1.92789861150129,14.3549053818834,5.26607308126332,1,7,3,0,2,0,46,NA,4,NA
"231",2020-09-27,18.2012583176839,32.0280397160468,24.7441522247031,1.98440716880985,14.4708262874112,5.30537547010406,1,7,3,0,2,0,18.1404634773335,32.1634402559705,24.8031529128931,1.96181611415585,14.6193783022395,5.34581615056391,1,7,3,0,2,0,18.2130626916117,32.2063191086467,24.8053596518369,1.97821159710743,14.5574253002867,5.29864508437928,1,7,3,0,2,0,49,NA,6,NA
"232",2020-09-28,18.4438424447888,32.4044468574726,25.0651244317599,2.04229769987776,14.5956085279053,5.35956588240496,1,7,3,0,2,0,18.4147073481898,32.5006485822423,25.0776557093346,2.01118494467946,14.8409584029536,5.36292932593156,1,7,4,0,2,0,18.3966901363196,32.6421915573447,25.0903196890942,2.01557128779964,14.7260206732503,5.35870622700598,1,7,3,0,2,1,47,NA,2,NA
"233",2020-09-29,18.6228832954645,32.848604323793,25.3395092087229,2.05334970114449,14.8747181994839,5.43408714327493,1,7,4,0,2,1,18.6230461401393,32.8774159818521,25.3748080659043,2.05034746653438,15.0432143011351,5.43880643434382,1,7,4,0,2,0,18.6183823730738,33.0108907014886,25.318218625062,2.03572160679981,15.0117133330862,5.40950084723502,1,7,4,0,2,0,46,NA,3,NA
"234",2020-09-30,18.7440403122874,33.256377113378,25.6115517638331,2.0839208036696,15.150539617327,5.49414905889898,1,7,4,0,2,1,18.7594870775068,33.228894656074,25.64074430462,2.11518611597003,15.2537726610752,5.48434738099592,1,7,4,0,2,1,18.8079715454223,33.4714937285356,25.6387198062344,2.08472738579358,15.3323890978296,5.45615752632776,1,7,4,0,2,1,45,NA,4,NA
"235",2020-10-01,18.9930168722179,33.679313444625,25.9065510581382,2.11833243862926,15.2877585478914,5.57639431011063,1,7,4,0,2,1,18.8962098117526,33.6342387768108,25.8956276734468,2.1147747721484,15.4875208191409,5.54500959216585,1,7,4,0,2,1,18.9107927572538,33.7587634261852,25.9232431694882,2.10902634688153,15.5008089500207,5.47619584394029,1,7,4,0,2,1,44,NA,4,NA
"236",2020-10-02,19.1220921001656,34.027553620593,26.1443010057382,2.15936177173004,15.5738069639405,5.59536486538777,1,7,4,0,2,1,19.0952024923842,34.0098476018096,26.1583212016014,2.15324756663855,15.7379525370128,5.59374204223055,1,7,4,0,2,1,19.0252478379858,34.2282591899042,26.1635934169071,2.12431415618121,15.7164009887698,5.54816216876501,1,7,4,0,2,1,44,NA,2,NA
"237",2020-10-03,19.2059270746969,34.4109642547837,26.4355320132586,2.1812385940923,15.7635526339544,5.65807980134254,1,8,4,0,2,1,19.2445280044264,34.4664210352385,26.5204416304838,2.19930880625784,16.0475267572979,5.66386874795761,1,8,4,0,3,1,19.1634485558873,34.5384341417487,26.4478848661231,2.16365671689061,15.8284307189806,5.61177586082396,1,7,4,0,2,1,39,NA,2,NA
"238",2020-10-04,19.3749370962145,34.8296423967542,26.7150531972279,2.23353470369343,15.9736579430177,5.7111527687792,1,8,4,0,3,1,19.3882668546322,34.8407693921108,26.7416687859944,2.22423282005881,16.260879792645,5.70248299562763,1,8,4,0,2,1,19.3994462502938,34.8091609593426,26.7289116786451,2.19231392935479,16.0201245400098,5.6648983796144,1,8,4,0,3,1,39,NA,2,NA
"239",2020-10-05,19.4652148565019,35.2034344240519,26.9487433162963,2.25570743797051,16.2893425276121,5.78351613617215,1,8,4,0,3,1,19.5814549448542,35.1634381222623,27.0377407197331,2.24189968718377,16.4319838955351,5.7519103664583,1,8,4,0,3,1,19.5217262098602,35.1642120956855,27.0768795767861,2.23039584347697,16.266676549229,5.73046450450153,1,8,4,0,3,1,41,NA,3,NA
"240",2020-10-06,19.5874058671793,35.6171015240133,27.239376556758,2.26585172935808,16.4204910215707,5.83761574125568,1,8,4,0,3,1,19.6497404507279,35.5833073659094,27.2706511533135,2.26231131432341,16.6869106807196,5.79440761324641,1,8,4,0,3,1,19.5545650318996,35.5573829631854,27.2860524493075,2.26288439797027,16.4779965384897,5.76384368993439,1,8,4,0,3,1,42,NA,4,NA
"241",2020-10-07,19.6719704283095,35.9727603069076,27.4955242728258,2.30445466499793,16.6400067153801,5.88289293029056,1,8,4,0,3,1,19.8332275347265,35.9943777898401,27.5485130195029,2.29587037129181,16.7985632870591,5.86418881981039,1,8,4,0,3,1,19.7379731789084,35.9728454272103,27.5583120658413,2.28998789457072,16.6644621072455,5.8371375894768,1,8,4,0,3,1,36,NA,1,NA
"242",2020-10-08,19.6947774054748,36.3320904941098,27.7751855614243,2.33036432130754,16.9057761101469,5.91454779830971,1,8,4,0,3,1,19.8849696460353,36.3082200384182,27.8206481007642,2.3234982643652,17.0297115069391,5.90971509457088,1,8,4,0,3,1,19.8425569055858,36.333186925771,27.8353890399139,2.32225907333763,16.9417948945657,5.89101129220198,1,8,4,0,3,1,34,NA,2,NA
"243",2020-10-09,19.8430219509409,36.6729284850701,28.039704610262,2.34856184900611,17.1563062977727,5.96255922656583,1,8,4,0,3,1,20.0307435774627,36.7061719889484,28.0860054975425,2.36852799453476,17.293101768791,5.96185961740965,1,8,4,0,3,1,19.9505586249366,36.8292890274032,28.0571324455821,2.35602250231101,17.1310427488141,5.94821448861626,1,8,4,0,3,1,42,NA,9,NA
"244",2020-10-10,20.0574460649071,37.0328142148216,28.2713659327677,2.40959704635137,17.4385691470939,6.02147987435611,1,8,4,0,3,1,20.120997127852,37.1004149685232,28.3326840339095,2.39295425388878,17.4795222221121,6.00323490943789,1,8,4,0,3,1,20.1339204710708,37.1178224696148,28.3292155559316,2.39089049859937,17.3637304864596,5.99767032171614,1,8,4,0,3,1,45,NA,4,NA
"245",2020-10-11,20.1160950775433,37.3943816387343,28.472585015782,2.4490683971645,17.7120026353723,6.064339389092,1,8,4,0,3,1,20.2748412619396,37.6385317807978,28.556413431192,2.41833406304052,17.7399758838034,6.03217882045413,1,8,4,0,3,1,20.2021206979382,37.5550628506668,28.62794644205,2.40673004825721,17.5940231619324,6.05966649908936,1,8,4,0,3,1,44,NA,2,NA
"246",2020-10-12,20.2503081221277,37.7815109628768,28.7169545009422,2.45771581647494,17.896146836232,6.09460997043628,1,8,4,0,3,1,20.350200171372,38.0101411632846,28.8127796618959,2.44330384928753,18.0045421823259,6.09212742269418,1,8,4,0,3,1,20.3001388418481,37.9020111744722,28.7784906814166,2.45708289371134,17.7463549779001,6.11835481915619,1,8,4,0,3,1,43,NA,1,NA
"247",2020-10-13,20.3149396758401,38.1694780949949,29.0254903494902,2.47012366975445,17.9911154993764,6.13055552170173,1,8,4,0,3,1,20.5196885386612,38.2650821669069,29.0798118148717,2.49989862980681,18.1162974620034,6.12032585508555,1,8,4,0,3,1,20.4249221678282,38.1426003746051,29.0356013916534,2.46553882764643,17.8732451131025,6.17093227862047,1,8,4,0,3,1,48,NA,6,NA
"248",2020-10-14,20.4404275709717,38.4895024387547,29.2301725156286,2.4981034638544,18.2180781696671,6.17915160067951,1,8,4,0,3,1,20.5792197005331,38.6449551370148,29.2855688970215,2.50135791424137,18.2593280992673,6.17295242965563,1,8,4,0,3,1,20.4744971342267,38.5080638082573,29.282153550081,2.50784959492522,18.1161750281084,6.20402956809878,1,8,4,0,3,1,48,NA,1,NA
"249",2020-10-15,20.5256920940717,38.8293270554007,29.4210361695014,2.5252753800846,18.3489563454438,6.20180646090869,1,8,4,0,3,1,20.6806226574689,38.8257422308195,29.496988690263,2.5386135095018,18.328363967507,6.22123876762623,1,8,4,0,3,1,20.5097531950548,38.8700068306192,29.4882645359327,2.53992658639362,18.3653877734733,6.26768532855774,1,8,4,0,3,1,44,NA,1,NA
"250",2020-10-16,20.6009447642422,39.0579743204151,29.6635778496512,2.52322297534506,18.4775335496941,6.26544740520301,1,8,4,0,3,1,20.7610339695004,39.184951562696,29.7157077988125,2.5521424242668,18.5860497488612,6.25710420936494,1,8,4,0,3,1,20.6995243761886,39.2105135175664,29.7309851455913,2.57023150302715,18.5441660748594,6.30590399723115,1,8,4,0,3,1,48,NA,5,NA
"251",2020-10-17,20.7036803336635,39.4391824809071,29.9530575910948,2.5742128988415,18.6489872880965,6.32087560705246,1,8,4,0,3,1,20.8006864071673,39.360909639486,29.9489780927707,2.5875609893791,18.81710208077,6.29567449572144,1,8,4,0,3,1,20.7840708105806,39.4030120744132,29.8885780925475,2.58898025907426,18.7162351121178,6.35111840251931,1,8,4,0,3,1,49,NA,3,NA
"252",2020-10-18,20.8066369830763,39.7016454608492,30.0774004938147,2.58391592336888,18.8954047239133,6.36293045548851,1,8,4,0,3,1,20.9619556692729,39.6587508606229,30.1712120081281,2.56385299511563,18.9781185497532,6.34661016363049,1,8,4,0,3,1,20.8307713103391,39.733942406175,30.1335429949307,2.62130548628866,18.9005342422311,6.39063009903722,1,8,4,0,3,1,49,NA,3,NA
"253",2020-10-19,20.9042044901927,40.0593053316811,30.3635515653497,2.60386082127629,18.9781776840527,6.43153785808012,1,8,4,0,3,1,21.0202989310113,39.970096250848,30.3430209604037,2.63701663353432,19.0815234798232,6.39662782619013,1,8,4,0,3,1,20.9644643553937,40.0326442896162,30.3559020696393,2.63846795404421,18.9610424298038,6.40973177725296,1,8,4,0,3,1,50,NA,1,NA
"254",2020-10-20,21.0515557069349,40.2516602897683,30.5497543189721,2.6346463488123,19.2172568493828,6.47293381247052,1,8,4,0,3,1,21.026593082801,40.204067606644,30.5450962819459,2.66144645969749,19.2990038382681,6.42720771484077,1,8,4,0,3,1,21.022119267245,40.2637718395485,30.5201868406142,2.65562414983103,19.1530449925557,6.44159243327197,1,8,4,0,3,1,49,NA,7,NA
"255",2020-10-21,21.13057019559,40.4421276961028,30.7581540634051,2.64342818272845,19.2811536525467,6.52843562886235,1,8,4,0,3,1,21.1231553914612,40.4855470080585,30.7279449963311,2.6712087362536,19.4034871909992,6.47241185743662,1,8,4,0,3,1,21.1097253728347,40.6204869362578,30.7147594481075,2.68113896548985,19.2476002472887,6.47966431869439,1,8,4,0,3,1,49,NA,3,NA
"256",2020-10-22,21.2842010641835,40.8111344469173,30.9242281535789,2.69208141976726,19.4564204159545,6.55487040206406,1,8,4,0,3,1,21.2575730622089,40.7980672308105,30.9570118615517,2.68886725960793,19.5272969074604,6.51077317990782,1,8,4,0,3,1,21.1523134265308,40.7907864054629,30.9425164832095,2.69966843380069,19.4092833380537,6.51972823507355,1,8,4,0,3,1,48,NA,2,NA
"257",2020-10-23,21.3915292145914,41.1411392679439,31.0483635576186,2.71215779071009,19.6208555779524,6.60011374862466,1,8,4,0,3,1,21.3580213811665,40.9596135635091,31.1141703406545,2.73288689355251,19.5720270101562,6.58123057119916,1,8,4,0,3,1,21.2763328535055,41.0233365914272,31.0526264433796,2.70850632365609,19.5471083019683,6.5478557942453,1,8,4,0,3,1,45,NA,3,NA
"258",2020-10-24,21.3758559428298,41.3712614979388,31.2008101163486,2.73970099617088,19.709817855532,6.632554342969,1,8,4,0,3,1,21.3905727936,41.0965991081925,31.2696455476218,2.75253452999791,19.7031399861262,6.59619680268954,1,8,4,0,3,1,21.3185102949277,41.1944169998565,31.2208506892514,2.71357842224222,19.6929954463206,6.57519658409881,1,8,4,0,3,1,38,NA,0,NA
"259",2020-10-25,21.5588634355604,41.5788800704315,31.3722082015424,2.77839554793168,19.905207755028,6.65073397746129,1,8,4,0,3,1,21.5184566841691,41.4232081259486,31.4461916395421,2.75038529039772,19.877942679524,6.62721247300066,1,8,4,0,3,1,21.426137617495,41.3460507389322,31.3807489464112,2.73904745185374,19.8000771510608,6.64104634484689,1,8,4,0,3,1,39,NA,3,NA
"260",2020-10-26,21.6495718750493,41.7120960582501,31.5125477397512,2.77265187365522,19.9786787685048,6.67563777180604,1,8,4,0,3,1,21.5532091697958,41.5880102249115,31.5972288944902,2.77247088599558,20.0110809854895,6.65657487797738,1,8,4,0,3,1,21.5967263711968,41.6064607260461,31.4913412473191,2.74563814185151,19.8296506004324,6.6848530827704,1,8,4,0,3,1,37,NA,0,NA
"261",2020-10-27,21.7193965872822,41.8946019334846,31.6715245798148,2.79530833074982,20.0721262338815,6.71120463727309,1,8,4,0,3,1,21.6911947101885,41.9386018297993,31.7549533777316,2.79253393677987,20.1316582921597,6.72447375771066,1,9,4,0,3,1,21.7351083813932,41.8100981698224,31.5946366415434,2.77327008010832,20.0610416610979,6.70687384489296,1,8,4,0,3,1,35,NA,3,NA
"262",2020-10-28,21.7967323473664,42.0212054483887,31.8268619043258,2.78451256353373,20.1730348883707,6.72447364225916,1,8,4,0,3,1,21.7741045159085,42.0293531726467,31.8924855036233,2.79064235478262,20.2154448279241,6.75160369333923,1,9,4,0,3,1,21.7974585157452,41.9484626943122,31.7596998979168,2.78574957765606,20.1198690822645,6.73783016555466,1,8.45000000000073,4,0,3,1,34,NA,1,NA
"263",2020-10-29,21.9545649758235,42.0681776102518,31.9475518195347,2.81339816543383,20.2689645687605,6.74128102646036,1,8,4,0,3,1,21.8799035133613,42.1072190633285,31.9603580135928,2.81965320051167,20.3172252283584,6.78509118813951,1,8,4,0,3,1,21.8485421293368,42.2162299448166,31.9564336950257,2.80957518701617,20.2069995590714,6.76842173785877,1,9,4,0,3,1,34,NA,1,NA
"264",2020-10-30,21.963150612532,42.1835965200567,32.0317256961925,2.80817939761158,20.3959869082192,6.79117511779229,1,9,4,0,3,1,21.8961623387061,42.2650814315774,32.1173246064516,2.85832688852258,20.4148489469878,6.79488226244683,1,8,4,0,3,1,21.8113300237144,42.3192041658788,32.086149942293,2.81028133980992,20.2803806202726,6.77848829469594,1,9,4,0,3,1,32,NA,0,NA
