"","date","observed_cumulative_cases","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU","observed_census_ICU_p_acute_care","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","num_ltch_tests","ltch_pct_positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"390",2021-03-25,17117,1370,449,123,94,149,7,4,132,8,10,40,30,1,865,139,3005,0.0379399991035461,282,0,3.4685031124477,3.98274163332861,149.870867054467,1437.72005658,149
"391",2021-03-26,17266,1454,450,103,92,149,10,2,130,4,11,42,31,1,869,140,2390,0.0673600006103516,117,0,6.42163547900839,4.37337141252737,154.812336657436,1587.06526785652,149
"392",2021-03-27,17382,1508,451,138,99.9,116,7,3,100,5,13,44,31,1,874,107,2476,0.0626000022888184,117,0,5.97753974805686,4.64198438340702,119.115088862783,1636.46312154277,116
"393",2021-03-28,17519,1567,452,139,107.3,137,3,5,124,5,13,45,32,1,879,127,2480,0.0826599979400635,157,0,7.77386404593695,5.18853618946057,146.070039565723,1740.60434645266,137
"394",2021-03-29,17728,1715,452,111,115.1,209,7,1,189,4,12,47,35,0,883,196,1644,0.0839400005340576,40,0,8.19461762933437,5.65665317335045,219.889664208578,1915.28456182506,209
"395",2021-03-30,17937,1845,453,170,124,209,9,6,186,6,12,48,36,1,889,195,1968,0.0406500005722046,64,0,3.93696855935525,5.75385376635409,211.940853794325,1948.51730897707,209
"396",2021-03-31,18145,1949,454,163,135.3,208,7,5,191,8,14,54,40,1,897,198,3023,0.0793900012969971,224,0,7.3913142568778,6.16634897585962,223.856504065824,2154.29962840551,208
"397",2021-04-01,18382,2084,455,144,138.3,237,12,4,203,3,15,52,37,1,900,215,2634,0.0721299982070923,100,0.01,6.98575037591372,6.66881287064048,240.404553817018,2291.47483792868,237
"398",2021-04-02,18580,2178,456,242,158.1,198,15,7,162,6,15,56,41,1,906,177,3130,0.0939299964904785,99,0,9.10501359601108,7.05215260164086,206.967224818553,2460.61364776727,198
"399",2021-04-03,18831,2357,456,223,170.3,251,16,3,223,12,14,61,47,0,918,239,2885,0.101909999847412,36,0,10.0654005326869,7.63613271373086,276.283378935552,2695.10010105062,251
"400",2021-04-04,19061,2515,457,152,172.1,230,9,2,215,12,16,64,48,1,930,224,1818,0.0929599952697754,139,0,8.63573180380438,7.7592566791405,253.56778170056,2824.5221918612,230
"401",2021-04-05,19346,2660,458,184,182.6,285,8,4,269,5,18,67,49,1,935,277,2045,0.105620002746582,162,0,9.7867197832696,7.98669984398839,319.634169358859,3030.99960467352,285
"402",2021-04-06,19620,2797,459,156,180.6,274,7,6,245,10,20,70,50,1,945,252,1749,0.128640003204346,83,0,12.2811880788429,9.17873120391519,302.105787399615,3286.53923554255,274
"403",2021-04-07,19928,2938,460,219,188.6,308,4,6,289,12,24,76,52,1,957,293,3364,0.098100004196167,44,0,9.68334548462165,9.50616423645002,339.434092839484,3343.4449309297,308
"404",2021-04-08,20223,3108,461,170,192.3,295,23,5,255,11,30,83,53,1,968,278,3366,0.0858600044250488,194,0.0103100001811981,8.1742953631985,9.67595637749071,315.385438261781,3470.06453999142,295
"405",2021-04-09,20520,3261,463,261,195,297,13,2,276,14,32,89,57,2,982,289,3418,0.110299997329712,158,0,10.542656344322,9.8813339129637,334.421272782703,3750.954223337,297
"406",2021-04-10,20807,3426,466,381,217.6,287,12,2,262,14,28,93,65,3,996,274,3187,0.0875399971008301,97,0,8.49543150914572,9.65705262388639,309.173451706369,3840.78921732124,287
"407",2021-04-11,21076,3564,466,205,225.1,269,7,5,249,13,29,101,72,0,1009,256,2714,0.145909996032715,29,0,14.4367382148301,10.4857678254615,313.670046680664,4297.26580613237,269
"408",2021-04-12,21391,3658,467,265,236.7,315,16,4,291,16,26,101,75,1,1025,307,2125,0.0804699993133545,107,0,7.66123425362358,10.1821270355121,344.519055594461,4057.3899197542,315
"409",2021-04-13,21627,3684,469,245,249.4,236,10,0,219,12,28,105,77,2,1037,229,2670,0.0767799997329712,178,0,7.19812497496605,9.45597516352965,252.491433629014,4061.91459165627,236
"410",2021-04-14,21900,3755,471,389,273.7,273,10,11,248,12,28,101,73,2,1049,258,3971,0.171490001678467,97,0.0103100001811981,16.7646722390061,10.4675932712989,330.640965082587,4652.13885226788,273
"411",2021-04-15,22122,3758,471,312,294,222,15,3,202,19,29,107,78,0,1068,217,3902,0.130959997177124,98,0.0101999998092651,12.8001377241611,11.1284278942935,259.584852674272,4443.52938410099,222
"412",2021-04-16,22358,3797,473,348,306.4,236,1,10,219,20,24,114,90,2,1088,220,2970,0.120539999008179,244,0.00409999996423721,11.1700123536268,11.2180501813371,265.021197399508,4401.43402966333,236
"413",2021-04-17,22539,3744,476,405,309.9,181,5,7,167,16,23,123,100,3,1104,172,2935,0.101870002746582,121,0.00825999975204468,9.81635857431988,11.4067540477905,203.062099454986,4267.77035092713,181
"414",2021-04-18,22701,3685,476,294,322.6,162,5,8,146,11,22,122,100,0,1115,151,1949,0.0646500015258789,188,0.0159599995613098,6.03665572725616,10.2067422638514,171.990564167289,4002.02138381761,162
"415",2021-04-19,22928,3625,477,258,321.6,227,5,4,218,22,22,116,94,1,1137,223,2084,0.112279996871948,88,0.0340899991989136,10.9112077997534,10.6710241990128,261.676267653808,4188.68372307199,227
"416",2021-04-20,23117,3512,478,188,313.4,189,8,2,179,17,26,118,92,1,1154,187,2775,0.100539999008179,221,0,9.3123663967856,10.9730586878442,213.817402146615,3978.0893921867,189
"417",2021-04-21,23312,3414,479,207,287.4,195,3,2,185,12,25,111,86,1,1166,188,2521,0.136850004196167,236,0.0211899995803833,12.6949474239937,10.3916694285567,224.012880436939,4031.65943516866,195
"418",2021-04-22,23488,3305,482,239,277,176,7,4,161,14,22,107,85,3,1180,168,2358,0.163269996643066,213,0.00939000010490417,15.0521478843522,10.7133851657268,208.0381438795,4013.96467572468,176
"419",2021-04-23,23696,3229,485,189,254.3,208,5,8,186,21,29,113,84,3,1201,191,2507,0.0805700016021729,86,0.0116299998760223,7.82835225630488,10.2360051518237,220.308770080625,3589.24093502795,208
"420",2021-04-24,23852,3108,486,227,228.9,156,2,2,150,17,31,119,88,1,1218,152,2464,0.0852299976348877,214,0.00467000007629395,7.87924175461875,9.95927417758067,171.068001424822,3456.99571334439,156
"421",2021-04-25,24001,2978,491,139,206.7,149,2,6,137,20,30,125,95,5,1238,139,1621,0.135719995498657,93,0.0215100002288818,12.9523070434428,10.9472243656073,170.657632949717,3527.70094190113,149
"422",2021-04-26,24164,2842,496,173,194.6,163,4,7,148,12,31,124,93,5,1250,152,1304,0.115030002593994,31,0,11.2358893919527,10.9936074502072,183.339166397398,3297.07836119346,163
"423",2021-04-27,24324,2749,497,189,194.7,160,3,5,148,10,31,121,90,1,1260,151,2425,0.0610300016403198,332,0.00903999984264374,5.47693267774876,10.4456883474877,167.786069738742,2963.56891199868,160
"424",2021-04-28,24490,2646,499,186,191.7,166,2,7,155,12,27,116,89,2,1272,157,2408,0.0689400005340576,38,0,6.78689784489005,9.60168126475858,179.185378500339,2901.92682491654,166
"425",2021-04-29,24616,2550,499,159,180.3,126,2,7,113,13,29,113,84,0,1285,115,2728,0.0652500009536743,111,0.00901000022888184,6.30511139933178,8.35210462404138,132.333448064659,2779.13297882505,126
"426",2021-04-30,24769,2459,502,178,178.7,153,4,3,139,13,27,109,82,3,1298,143,2122,0.0669199991226196,179,0,6.17141408684045,8.11539917126075,158.57695136608,2675.27079307126,153
"427",2021-05-01,24893,2404,506,138,166,124,3,5,113,7,28,109,81,4,1305,116,2051,0.089709997177124,70,0.0285700011253357,8.76921755252498,8.24253857096164,135.496844827161,2704.43461176289,124
"428",2021-05-02,24990,2343,506,128,164.4,97,0,4,91,9,27,108,81,0,1314,91,1279,0.0695900011062622,21,0,6.84658549345456,7.37029263524904,103.879123251207,2571.61303052283,97
"429",2021-05-03,25097,2226,509,102,154.3,107,4,3,100,10,22,98,76,3,1324,104,976,0.174179992675781,140,0.0071399998664856,15.3225154868163,7.9540963630867,129.710048664785,2712.08238776742,107
"430",2021-05-04,25202,2131,510,141,147.4,105,1,2,99,8,23,94,71,1,1332,100,2386,0.0389800000190735,57,0.0175399994850159,3.84797625935961,7.72138830331683,107.483868606136,2247.86123999676,105
"431",2021-05-05,25284,2016,511,114,137.1,82,1,2,75,8,23,88,65,1,1340,76,1904,0.0777299976348877,65,0.0307699990272522,7.61797691384447,7.84011388459603,86.2510249633819,2234.8692937655,82
"432",2021-05-06,25390,1946,513,122,131.9,106,3,6,92,12,22,88,66,2,1352,95,2133,0.0534499979019165,246,0,4.79230119902429,7.62399814169496,107.488172199848,2078.90508527269,106
"433",2021-05-07,25502,1848,516,108,121.9,112,4,4,103,19,23,95,72,3,1371,107,2302,0.0469199991226196,82,0.0122000002861023,4.57257709747193,7.39559285749945,117.972675771655,1968.42527874784,112
"434",2021-05-08,25591,1773,520,136,121.6,89,1,3,85,4,21,86,65,4,1375,86,1901,0.0489200019836426,86,0.0116299998760223,4.73060411475805,6.81864808067561,94.7978865497667,1892.53084712484,89
"435",2021-05-09,25674,1711,523,69,113.1,83,0,5,78,4,22,83,61,3,1379,78,1173,0.172210006713867,123,0.00813000023365021,15.6637598691439,8.0782444200598,100.411864383878,2092.94487129251,83
"436",2021-05-10,25767,1645,523,82,110.3,93,3,2,87,9,22,85,63,0,1388,90,715,0.104899997711182,14,0,10.2885457288745,7.35910588321097,105.196268950288,1886.19847136916,93
"437",2021-05-11,25899,1614,525,124,107.9,132,1,6,123,5,21,79,58,2,1393,124,1899,0.0458099985122681,86,0.0232599997520447,4.48330212360065,7.44986672095969,137.922720738588,1717.12315542001,132
"438",2021-05-12,25996,1554,526,115,108,97,3,3,90,8,22,80,58,1,1401,93,2118,0.0495800018310547,174,0.00574999988079071,4.62525933060347,7.02233563763954,102.130186580615,1656.43344028253,97
"439",2021-05-13,26089,1526,526,78,101.7,93,1,1,90,8,20,77,57,0,1409,91,1684,0.0795699977874756,54,0.0185199999809265,7.76731624125886,7.44733778653019,102.073190249822,1694.91965188163,93
"440",2021-05-14,26172,1447,526,128,104.6,83,2,4,75,7,21,70,49,0,1416,77,1738,0.0471799993515015,105,0,4.44920449663102,7.42971312926721,85.882336957653,1538.74989061979,83
"441",2021-05-15,26246,1399,527,85,97.3,74,2,8,63,7,19,64,45,1,1423,65,1779,0.0522800016403198,61,0,5.05468059337657,7.47600976906985,77.6823268982537,1499.77808201011,74
"442",2021-05-16,26315,1371,528,46,94,69,2,3,63,7,19,67,48,1,1430,65,805,0.0409899997711182,20,0,3.99963028069699,5.80970554214887,71.7049970023659,1449.14693677298,69
"443",2021-05-17,26389,1336,530,87,94.7,74,7,5,59,10,19,71,52,2,1440,66,774,0.229969997406006,19,0,22.4459997468157,7.54648468756904,92.1123970970536,1763.36609881309,74
"444",2021-05-18,26468,1304,531,97,90.9,79,1,6,71,5,16,64,48,1,1445,72,1920,0.0265599989891052,56,0,2.58072864671468,7.27468847658533,80.6480702098982,1351.95949380149,79
"445",2021-05-19,26539,1290,535,91,87.4,71,2,5,64,4,14,57,43,4,1449,66,2042,0.0665999984741211,122,0.0163900005817413,6.37693054321293,7.52492722124382,76.9980527224117,1407.23466684714,71
"446",2021-05-20,26599,1245,538,73,86.7,60,5,8,45,11,15,63,48,3,1460,50,1487,0.0511100006103516,65,0.0307699990272522,5.02581319873481,7.13328392945467,61.5812200184199,1334.17237845866,60
"447",2021-05-21,26680,1209,539,77,79.4,81,4,11,63,4,13,59,46,1,1464,67,1682,0.0416200017929077,190,0,3.73957494741831,7.03190827956714,81.5706863302638,1273.43223542222,81
"448",2021-05-22,26739,1177,543,77,78.3,59,0,13,46,8,15,58,43,4,1472,46,1380,0.0623199987411499,101,0.00990000009536743,5.87451034925179,7.14902681612074,62.8510943743662,1275.53778431802,59
"449",2021-05-23,26794,1153,544,39,77.3,55,0,4,51,5,12,59,47,1,1477,51,826,0.0375300002098083,14,0.0714300012588501,3.80950002272923,7.12186535069678,57.7688078219667,1215.59677291623,55
"450",2021-05-24,26845,1107,546,65,74.1,51,2,11,38,5,11,57,46,2,1482,40,733,0.0832199954986572,30,0,7.99479117962198,5.05740698395482,55.5574485295644,1233.12738805569,51
"451",2021-05-25,26905,1041,547,56,68.3,60,1,12,46,3,11,54,43,1,1485,47,1035,0.0647300004959106,19,0.0526300001144409,6.45118790469088,5.61032973509427,63.321078999976,1136.70730295692,60
"452",2021-05-26,26961,1000,550,76,66.1,56,1,11,44,1,8,47,39,3,1486,45,1371,0.0320900011062622,61,0.0491800022125244,3.28179969634424,5.1681681855416,58.104646884758,1046.7699307724,56
"453",2021-05-27,27008,954,550,62,64.6,47,0,8,38,3,9,42,33,0,1489,38,1368,0.0548199987411499,113,0.00884999990463257,5.13124971418748,5.18323054489199,48.7788263185836,1023.76316599813,47
"454",2021-05-28,27043,904,553,65,62.9,35,0,1,30,1,7,34,27,3,1490,30,1589,0.0346099996566772,197,0.0152300000190735,3.24723401221823,5.11289612557769,32.3883197392188,945.834701475127,35
"455",2021-05-29,27078,865,555,45,58.3,35,0,3,31,5,9,36,27,2,1495,31,1074,0.024210000038147,104,0.00962000012397766,2.29219185516668,4.60113634070839,35.0126685335432,893.256718758544,35
"456",2021-05-30,27105,816,557,46,59.3,27,0,3,22,5,8,36,28,2,1500,22,718,0.0905300045013428,34,0,8.6436892595697,5.29173480311417,27.7100448794142,916.518028254637,27
"457",2021-05-31,27153,784,560,40,55.7,48,1,2,41,5,6,35,29,3,1505,42,783,0.0855700016021729,27,0.037039999961853,8.39523348808289,5.34894084718001,49.0250076379472,877.800142575015,48
"458",2021-06-01,27194,747,561,38,53.1,41,1,5,35,2,5,31,26,1,1507,36,1565,0.0172500002384186,27,0.037039999961853,1.75856346558387,4.67856592730758,41.9022257205065,765.721183700511,42
"459",2021-06-02,27225,708,561,47,49,31,0,0,30,1,6,30,24,0,1508,30,1688,0.042649998664856,43,0.0232599997520447,4.21683291366926,4.81214210121116,31.802861250223,750.547525505264,31
"460",2021-06-03,27270,695,561,48,47,45,2,4,39,2,5,29,24,0,1510,41,1176,0.0136099994182587,186,0,1.17513651364701,4.24698307256252,45.6866364182912,706.639324651522,45
"461",2021-06-04,27300,647,563,43,43.9,30,0,0,27,3,6,29,23,2,1513,27,1195,0.0476999998092651,68,0.0147099995613098,4.59238161062873,4.43914701519259,28.7670807260778,689.344489991568,30
"462",2021-06-05,27319,615,566,39,43,19,1,0,18,2,4,30,26,3,1515,19,999,0.0160199999809265,90,0.0222199988365173,1.65323965805621,4.34786812989109,19.4476556519975,629.489906630444,19
"463",2021-06-06,27336,566,566,21,39.4,17,0,1,16,3,4,29,25,0,1518,16,608,0.106909999847412,22,0,10.3176634773375,4.58700730385793,19.352642823902,649.224739895534,17
"464",2021-06-07,27363,533,567,17,36.1,27,1,3,23,1,4,27,23,1,1519,24,843,0.00949000000953674,30,0.0666699981689453,1.14549483998944,3.55133035413029,27.3917951318684,541.70111688691,27
"465",2021-06-08,27396,505,568,28,34.7,33,0,2,30,1,3,26,23,1,1520,30,1771,0.0299300003051758,100,0,2.83303209729911,3.70482587294676,33.2112321956846,525.389075294024,33
"466",2021-06-09,27423,479,569,33,32.7,27,1,0,24,2,4,24,20,1,1522,25,1194,0.0594600009918213,26,0,5.81928206428153,3.93374718017708,27.0733091936926,518.72460415115,27
"467",2021-06-10,27452,466,569,20,28.7,29,0,0,28,2,5,21,16,0,1524,28,1216,0.0304299998283386,136,0,2.73689939284465,4.1568561629196,29.0921229189444,484.176045722432,29
"468",2021-06-11,27474,457,569,36,27.7,22,0,1,20,1,4,16,12,0,1525,20,1055,0.017059999704361,96,0,1.56370979045186,3.72418876003719,21.4456981255073,467.184202167843,22
"469",2021-06-12,27492,434,569,29,26.3,18,0,0,18,2,6,17,11,0,1527,18,880,0.011360000371933,44,0,1.08190479732695,3.64256949421873,18.2775340084083,440.691653313845,18
"470",2021-06-13,27513,427,570,18,25.9,21,1,1,18,2,5,16,11,1,1529,19,583,0.132080001831055,17,0,12.8337735112508,4.00201378477777,23.4750625662595,505.097458725937,21
"471",2021-06-14,27532,390,573,22,26.6,19,2,1,16,2,4,15,11,3,1531,18,655,0.0564900016784668,29,0,5.40949577476546,4.61115677546006,20.387662805034,420.066027442403,19
"472",2021-06-15,27559,377,573,22,25.7,27,3,0,24,0,4,15,11,0,1531,27,1518,0.0144900000095367,36,0,1.41543243336401,4.40864253775504,27.5446375288748,384.604753643919,27
"473",2021-06-16,27576,356,573,24,24.4,17,0,0,17,1,4,13,9,0,1532,17,1251,0.0223799991607666,42,0,2.16530386311825,3.88664565187458,17.5245929244753,366.985593006659,17
"474",2021-06-17,27587,314,573,12,23.3,11,0,0,11,0,5,12,7,0,1532,11,1101,0.0208899998664856,123,0.0243899989128113,2.12417154569252,3.79911310228141,11.3329943990078,323.505476480769,11
"475",2021-06-18,27601,284,573,26,21.9,14,1,0,13,1,4,13,9,0,1533,14,864,0.0196800005435944,63,0,1.83425247784958,3.83776205762395,14.3659668995191,291.423899961673,14
"476",2021-06-19,27610,251,573,18,20.3,9,0,0,9,0,3,11,8,0,1533,9,926,0.0194400000572205,37,0,1.86930841671715,3.9502482889654,9.23976077152291,257.686661516917,9
"477",2021-06-20,27622,238,573,7,18.7,12,0,0,10,0,3,11,8,0,1533,10,562,0.0266899991035461,15,0,2.59961516398491,2.48822566792741,10.3704791044679,246.817402686336,12
"478",2021-06-21,27633,228,574,13,17.4,11,0,0,11,2,2,10,8,1,1535,11,520,0.0230800008773804,7,0,2.27734354008308,2.04077534868707,11.3570063091195,235.399767134476,11
"479",2021-06-22,27644,205,574,13,16.1,11,0,0,10,0,2,7,5,0,1535,10,1297,0.0115699994564056,65,0,1.10178335498958,1.99596833749072,10.1570185142513,208.218879542152,11
"480",2021-06-23,27655,192,574,18,15.3,11,0,0,10,0,1,5,4,0,1535,10,1105,0.00814000010490417,18,0,0.800952815308914,1.80106104494653,10.1141462343533,194.191607699584,11
"481",2021-06-24,27661,180,574,8,14.7,6,1,0,5,1,0,5,5,0,1536,6,904,0.00995999991893768,51,0,0.942810463530855,1.63229517606629,6.08061768089007,182.418530426702,6
"482",2021-06-25,27665,159,574,7,12,4,0,0,4,2,0,7,7,0,1538,4,1024,0.00194999992847443,64,0,0.183529405032888,1.39647759423534,4.01046213463625,159.415869851791,4
"483",2021-06-26,27669,144,574,9,10.7,4,0,0,4,1,0,7,7,0,1539,4,764,0.00523999989032745,19,0,0.511284791342295,1.20247421918179,4.02914590347814,145.049252525213,4
"484",2021-06-27,27674,130,574,8,10.9,5,0,0,5,0,0,6,6,0,1539,5,398,0.0200999999046326,13,0,1.94642334842914,1.10916110267382,5.13869537095945,133.606079644946,5
"485",2021-06-28,27683,122,574,1,9.1,9,0,0,9,0,0,5,5,0,1539,9,555,0.00180000007152557,5,0,0.178392864231552,0.809311006123604,9.022880981212,122.310164411985,9
"486",2021-06-29,27686,116,574,8,8.4,3,0,0,3,0,0,4,4,0,1539,3,929,0.00646000027656555,14,0,0.636409359165365,0.742829006720145,3.02720899301462,117.052081063232,3
"487",2021-06-30,27688,101,574,8,7,2,0,1,1,0,0,3,3,0,1539,1,1221,0.000820000022649765,51,0,0.0787122663251072,0.639651785436743,2.00112175257103,101.113297009674,2
"488",2021-07-01,27691,97,574,7,6.9,3,0,0,3,0,0,2,2,0,1539,3,884,0.00225999996066093,74,0,0.208542793864746,0.534756404055871,3.00891602133092,97.2882846896997,3
"489",2021-07-02,27695,86,574,6,6.7,4,0,0,4,2,0,3,3,0,1541,4,785,0.0140100002288818,29,0,1.35108724565998,0.701550381288312,4.0770190295494,87.6559091353122,4
"490",2021-07-03,27701,80,574,6,6.3,6,0,0,6,0,0,2,2,0,1541,6,627,0.00158999994397163,16,0,0.155043540415274,0.650658774013023,6.01325743736281,80.1767658315042,6
"491",2021-07-04,27703,75,575,2,5.4,2,0,0,2,1,0,3,3,1,1542,2,437,0.00685999989509583,34,0,0.636479820415473,0.463523984296785,2.01814133700605,75.6803001377268,2
"492",2021-07-05,27709,74,575,2,5.6,6,0,0,6,0,0,3,3,0,1542,6,505,0.00197999998927116,27,0,0.187951126801116,0.464889450378151,6.01607129380664,74.1982126236152,6
"493",2021-07-06,27714,70,575,12,6.1,5,0,2,3,0,0,3,3,0,1542,3,1174,0.00596000015735626,28,0,0.582116487914829,0.457133325913789,5.02488776009539,70.5807144022259,5
"494",2021-07-07,27720,69,575,6,5.9,6,0,0,6,0,0,3,3,0,1542,6,1218,0.0320199990272522,23,0,3.14265582717109,0.894839548891786,6.26872169372556,72.0902994778439,6
"495",2021-07-08,27722,60,576,5,5.6,2,0,0,2,1,0,4,4,1,1543,2,933,0.00321999996900558,87,0,0.294535291282569,0.907124191380046,2.00839502496064,60.2518507488192,2
"496",2021-07-09,27724,58,576,3,5.1,2,0,0,2,0,0,3,3,0,1543,2,823,0.00486000001430511,56,0,0.455037544001491,0.77911709114312,2.01296975830396,58.3761229908148,2
"497",2021-07-10,27725,54,576,0,4.3,1,0,0,1,0,0,3,3,0,1543,1,930,0,22,0,0,0.756968013940938,1,54,1
"498",2021-07-11,27730,56,576,0,4,5,0,0,5,0,0,3,3,0,1543,5,422,0.00237000003457069,8,0,0.23259070106717,0.699269568319752,5.01657360593843,56.1856243865105,5
"499",2021-07-12,27733,54,576,1,3.9,3,0,1,2,0,0,2,2,0,1543,2,460,0.00216999992728233,16,0,0.209705875325603,0.702377389537536,3.00597716507956,54.161383457148,3
"500",2021-07-13,27735,53,576,2,2.4,2,0,0,2,0,0,2,2,0,1543,2,1188,0.000839999988675117,14,0,0.0830216294963427,0.63107812404918,2.00236633324604,53.0627078310201,2
"501",2021-07-14,27740,55,576,0,1.6,5,0,0,5,0,0,1,1,0,1543,5,1098,0,15,0,0,0.182127291596168,5,55,5
"502",2021-07-15,27751,61,576,1,1,11,0,0,11,0,0,1,1,0,1543,11,947,0.00105999998748302,31,0,0.102640080587569,0.154713690068311,11.0160903068392,61.0892280651994,11
"503",2021-07-16,27754,61,576,8,1.7,3,0,0,3,0,0,1,1,0,1543,3,867,0.00460999995470047,34,0,0.443603769225894,0.153080293671797,3.01896579879648,61.3856379088618,3
"504",2021-07-17,27756,58,576,5,2.4,2,0,0,2,0,0,1,1,0,1543,2,761,0.00263000011444092,18,0,0.256922989356809,0.189783577865627,2.00732297613376,58.2123663078791,2
"505",2021-07-18,27764,63,576,4,3,8,0,0,8,0,0,1,1,0,1543,8,214,0.00467000007629395,17,0,0.432632041699959,0.21836091224174,8.04932457191161,63.3884310038039,8
"506",2021-07-19,27773,68,576,2,3.1,9,0,0,9,0,0,1,1,0,1543,9,367,0,10,0,0,0.188402930052368,9,68,9
"507",2021-07-20,27777,69,576,10,4.3,4,0,0,4,0,0,1,1,0,1543,4,1142,0.00437999993562698,22,0,0.429721643168901,0.237931503434162,4.02449637803892,69.4225625211713,4
"508",2021-07-21,27782,72,576,12,6,5,0,0,5,0,0,1,1,0,1543,5,1058,0.0103999996185303,8,0,1.03219508409053,0.385387944018523,5.0735506385114,73.0591291945642,5
"509",2021-07-22,27787,74,576,5,6.6,5,0,0,5,1,0,2,2,0,1544,5,1046,0.00477999985218048,28,0,0.46553816064998,0.437230526884582,5.03317263325023,74.4909549721034,5
"510",2021-07-23,27799,82,576,3,5.9,12,0,0,12,0,0,2,2,0,1544,12,928,0.00647000014781952,38,0,0.621548668444774,0.462651226772993,12.1062945610991,82.7263461675105,12
"511",2021-07-24,27802,84,576,2,5.4,3,0,0,3,0,0,2,2,0,1544,3,713,0.0028099998831749,16,0,0.274832636036173,0.465209747727188,3.01175017175094,84.3290048090263,3
"512",2021-07-25,27809,86,576,7,5.9,7,0,0,7,0,0,2,2,0,1544,7,410,0.00244000002741814,14,0,0.235943398877698,0.437111370181151,7.02353751056411,86.2891751297877,7
"513",2021-07-26,27818,90,576,5,6.3,9,0,0,9,1,0,3,3,0,1545,9,410,0,10,0,0,0.437111370181151,9,90,9
"514",2021-07-27,27826,97,576,7,5.9,8,0,0,8,0,0,3,3,0,1545,8,1125,0.0106700003147125,5,0,1.06227879239394,0.5274766772133,8.12111087861114,98.4684694031601,8
"515",2021-07-28,27832,97,576,8,5.3,6,0,0,6,0,0,2,2,0,1545,6,1074,0.00372000008821487,11,0,0.368228580160624,0.432624319509027,6.03148642841618,97.5090305927283,6
"516",2021-07-29,27836,93,576,9,5.9,4,0,0,4,0,0,2,2,0,1545,4,1234,0.00243000000715256,15,0,0.240081666038932,0.400416248850306,4.01368590887844,93.3181973814237,4
"517",2021-07-30,27839,88,576,4,6,3,0,0,3,0,0,2,2,0,1545,3,940,0.00745000004768372,21,0,0.72872008791079,0.415726451631166,3.03115563826337,88.9138987223922,3
"518",2021-07-31,27846,89,576,8,6.9,7,0,0,7,0,0,1,1,0,1545,7,936,0.00962000012397766,8,0,0.953847469919819,0.512728570757401,7.09515500330411,90.2098278991522,7
"519",2021-08-01,27855,91,576,1,6,9,0,0,7,0,0,1,1,0,1545,7,563,0.00178000003099442,13,0,0.173982641918378,0.503877034048927,7.01735635873521,91.2256326635577,9
"520",2021-08-02,27866,93,576,3,5.7,11,0,0,11,1,0,2,2,0,1546,11,462,0.0043299999833107,4,0,0.429283260147971,0.565203214070065,11.067296316772,93.5689597690727,11
"521",2021-08-03,27883,105,576,10,6.1,17,0,0,16,0,0,2,2,0,1546,16,550,0.0109099996089935,3,0,1.08508133543335,0.568460720218552,16.2474212134137,106.623701713028,17
"522",2021-08-04,27895,114,576,15,7.1,12,0,0,10,2,0,4,4,0,1548,10,1289,0.00776000022888184,22,0,0.762977901985408,0.624853480479235,10.1087343133601,115.239571172305,12
"523",2021-08-05,27915,127,576,9,7.1,20,0,0,20,0,1,4,3,0,1548,20,1482,0.00472000002861023,19,0,0.466025319280504,0.657131145228031,20.1328293859325,127.843466600671,20
"524",2021-08-06,27929,129,576,15,8.7,14,0,0,12,1,1,5,4,0,1549,12,1109,0.00541000008583069,44,0,0.520354735055181,0.627364666248658,12.0889888129226,129.956629738918,14
"525",2021-08-07,27942,139,576,13,9.4,13,0,0,13,0,1,5,4,0,1549,13,846,0.01182000041008,14,0,1.16275817987531,0.657209053385157,13.2154206898425,141.303344299086,13
"526",2021-08-08,27962,151,576,5,10,20,0,0,19,1,1,4,3,0,1550,19,612,0.00653999984264374,4,0,0.6497532311198,0.725176280413932,19.1759368068005,152.398234622467,20
"527",2021-08-09,27976,159,576,13,11.4,14,0,0,14,1,1,4,3,0,1551,14,556,0.0143900001049042,9,0,1.41607788642951,0.866146941311295,14.2825334242872,162.208772461548,14
"528",2021-08-10,27996,174,576,18,12.6,20,3,0,17,1,1,5,4,0,1552,20,1264,0.0102799999713898,16,0,1.01514999717474,0.856156750131494,20.2893442591536,176.517295054637,20
"529",2021-08-11,28011,180,576,20,13.3,15,2,0,13,0,1,5,4,0,1552,15,1296,0.0108000004291534,8,0,1.07337427578089,0.900499089245134,15.2294547742832,182.753457291398,15
"530",2021-08-12,28030,194,576,18,14.6,19,3,0,16,0,1,4,3,0,1552,19,1053,0.0133000004291534,38,0,1.28367556845999,1.01730626769935,19.3475870063677,197.549046275544,19
"531",2021-08-13,28047,208,576,26,16.1,17,3,0,14,0,1,4,3,0,1552,17,1077,0.0213599991798401,14,0,2.10859020317945,1.24419704885996,17.5108527814719,214.250434032127,17
