,date,hosp_census_5_current,hosp_census_95_current,hosp_census_median_current,vent_census_5_current,vent_census_95_current,vent_census_median_current,hosp_admits_5_current,hosp_admits_95_current,hosp_admits_median_current,vent_admits_5_current,vent_admits_95_current,vent_admits_median_current,hosp_census_5_reduction_10,hosp_census_95_reduction_10,hosp_census_median_reduction_10,vent_census_5_reduction_10,vent_census_95_reduction_10,vent_census_median_reduction_10,hosp_admits_5_reduction_10,hosp_admits_95_reduction_10,hosp_admits_median_reduction_10,vent_admits_5_reduction_10,vent_admits_95_reduction_10,vent_admits_median_reduction_10,hosp_census_5_increase_10,hosp_census_95_increase_10,hosp_census_median_increase_10,vent_census_5_increase_10,vent_census_95_increase_10,vent_census_median_increase_10,hosp_admits_5_increase_10,hosp_admits_95_increase_10,hosp_admits_median_increase_10,vent_admits_5_increase_10,vent_admits_95_increase_10,vent_admits_median_increase_10
10,2020-07-17,0.0,4.570888138283343,1.9284088142606133,0.0,1.8985028031989568,0.24183295101897473,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.537356976543064,1.937762896965212,0.0,1.928690359745174,0.2841081800312104,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.590684976601206,1.9187124228888446,0.0,1.9128498091969883,0.294075346411519,0.0,2.0,0.0,0.0,1.0,0.0
11,2020-07-18,0.37356341748483696,5.1664622058003715,2.2438170171499223,0.0,2.1456214517410337,0.42598580577264333,0.0,2.0,0.0,0.0,1.0,0.0,0.36405450079794904,5.158130740117707,2.2404161800440128,0.0,2.149213330997458,0.42817396751896114,0.0,2.0,0.0,0.0,1.0,0.0,0.3582280663386191,5.160266166451766,2.245393187972601,0.0,2.149622438520106,0.43724512545633865,0.0,2.0,0.0,0.0,1.0,0.0
12,2020-07-19,0.4941929308789132,5.82381513868302,2.607494571687547,0.0,2.376553301744836,0.5368402617203822,0.0,2.0,0.0,0.0,1.0,0.0,0.48011979804635463,5.8068261024531065,2.608062694563687,0.0,2.4136156994435707,0.539018941562818,0.0,2.0,0.0,0.0,1.0,0.0,0.4831692791106526,5.853460993157014,2.6134032046604636,0.0,2.3999240923592624,0.5549037944242257,0.0,2.0,0.0,0.0,1.0,0.0
13,2020-07-20,0.640784009957038,6.556997801094967,3.0034227983014614,0.0,2.671002736544099,0.6452004798669606,0.0,3.0,1.0,0.0,1.0,0.0,0.6344063919211498,6.5213303505641065,3.0283700034551577,0.0,2.642125697076401,0.6548629842492615,0.0,3.0,1.0,0.0,1.0,0.0,0.6346431886107985,6.535248759457253,3.0188178330188498,0.0,2.6590214234455187,0.6577347671675775,0.0,3.0,1.0,0.0,1.0,0.0
14,2020-07-21,0.7825395440963143,7.432776467550169,3.4886249991064613,0.0,3.001867488279831,0.7533795653893485,0.0,3.0,1.0,0.0,1.0,0.0,0.7697452770765508,7.390367605209153,3.506941065184767,0.0,2.993201233840401,0.7574250006030181,0.0,3.0,1.0,0.0,1.0,0.0,0.7719820403588887,7.407894966534677,3.4830944198949823,0.0,2.9824183275004286,0.7705045421406261,0.0,3.0,1.0,0.0,1.0,0.0
15,2020-07-22,0.9177683689331119,8.382385258554686,4.0021167018952495,0.0,3.3768145140177683,0.86724342975642,0.0,3.0,1.0,0.0,1.0,0.0,0.917769781663684,8.353028910672444,4.042615970598912,0.0,3.3362027811801704,0.8770637390062836,0.0,3.0,1.0,0.0,1.0,0.0,0.9134101876416225,8.414411390701884,4.015029328795476,0.0,3.3483177580602534,0.8841863546045717,0.0,3.0,1.0,0.0,1.0,0.0
16,2020-07-23,1.0598430387574254,9.469274025886135,4.624980267579573,0.0,3.776029074547968,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.076592008257089,9.484521297244914,4.635253752908545,0.0,3.769004265299174,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0547681294489857,9.491485523327498,4.649994886597851,0.0,3.755426192537048,1.0,0.0,3.0,1.0,0.0,1.0,0.0
17,2020-07-24,1.1924831778193588,10.726792395725235,5.280095312336515,0.0,4.284045509891699,1.1329831630497034,0.0,4.0,1.0,0.0,2.0,0.0,1.2343299252598299,10.751777990441637,5.3240773468985925,0.0,4.243811426433328,1.1159009633498735,0.0,4.0,1.0,0.0,2.0,0.0,1.209752301459833,10.684883106003207,5.309812818839832,0.0,4.236126125902546,1.1239364938783698,0.0,4.0,1.0,0.0,1.0,0.0
18,2020-07-25,1.348407757015974,11.929234821184972,6.05838609028755,0.0,4.810395231502417,1.3142470826655017,0.0,4.0,1.0,0.0,2.0,0.0,1.345301963666725,12.012244841325183,6.082253982526474,0.0,4.8083636087932735,1.3262015905555784,0.0,4.0,1.0,0.0,2.0,0.0,1.3569098872156429,11.975270222416354,6.075013146141676,0.0,4.757985076631173,1.304558353258367,0.0,4.0,1.0,0.0,2.0,0.0
19,2020-07-26,1.4896615969629003,13.372298562216345,6.902493973212664,0.0,5.369312740027256,1.5054513775774745,0.0,5.0,1.0,0.0,2.0,0.0,1.4936909510230836,13.330706511230783,6.915700822735117,0.0,5.354178972898723,1.519579165869716,0.0,5.0,1.0,0.0,2.0,0.0,1.4747349055544694,13.285394209843336,6.908738689987498,0.0,5.341593561908336,1.5047905383673517,0.0,4.0,1.0,0.0,2.0,0.0
20,2020-07-27,1.6128619010326188,14.643035829276865,7.788091019577569,0.0,5.972327966202594,1.7111480497492626,0.0,5.0,1.0,0.0,2.0,0.0,1.655534323568614,14.706403812420135,7.798711448517942,0.0,5.9711870576472865,1.675862093634911,0.0,5.0,1.0,0.0,2.0,0.0,1.6286864814688917,14.574186186525719,7.777589007191416,0.0,5.870412238558463,1.6845713781948777,0.0,5.0,1.0,0.0,2.0,0.0
