"date","variable","strat","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90"
2021-10-23,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-24,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-25,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-26,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-27,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-28,"R",NA,"estimate",1.60539437843687,1.60582758833082,0.111397768629374,1.42885864448015,1.52445964472118,1.57371003089282,1.63382883887604,1.67988473606044,1.78839989767416
2021-10-29,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-10-30,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-10-31,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-11-01,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-11-02,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-11-03,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-11-04,"R",NA,"estimate",1.23345576552266,1.23273984868957,0.0722661224396347,1.11091061698623,1.18398852694294,1.21504900678323,1.25170253192426,1.28044032211679,1.34615706400886
2021-11-05,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-06,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-07,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-08,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-09,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-10,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-11,"R",NA,"estimate",1.06108054163258,1.06334206203459,0.0612225788084956,0.967655837443874,1.02021642527493,1.04513915037668,1.07669151285772,1.10361894298509,1.17000679172607
2021-11-12,"R",NA,"estimate",0.783716046177314,0.783376313028143,0.053090371463228,0.694914502799445,0.74729579158477,0.770305122272526,0.797848772610026,0.820062435231495,0.868963411448831
2021-11-13,"R",NA,"estimate",0.783716046177314,0.783376313028143,0.053090371463228,0.694914502799445,0.74729579158477,0.770305122272526,0.797848772610026,0.820062435231495,0.868963411448831
