"date","variable","strat","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90"
2021-01-18,"infections",NA,"estimate",53.0624850248047,64.9803792487392,28.7455018776537,42.4278921662291,48.5509627917872,51.2825114998198,55.0612426059848,59.7289681088455,128.889517228998
2021-01-19,"infections",NA,"estimate",49.0024131747298,61.5474167058581,30.0913355170607,38.1488147846245,44.3094559508972,47.1593481336132,51.012150555116,55.8711739955943,128.183437706443
2021-01-20,"infections",NA,"estimate",45.1927372177734,58.3633666882651,31.3191559426142,34.1879442752776,40.3865713817891,43.277518534182,47.2892252278871,52.3169925639569,127.460821981501
2021-01-21,"infections",NA,"estimate",48.8282847531218,61.7573619523388,29.0916871886175,42.3126353443767,46.0755916329103,47.7354665679184,50.2172520611035,53.0604931882685,126.758751675301
2021-01-22,"infections",NA,"estimate",46.5508226707789,59.7641020330094,29.7566236489856,39.8874898374147,43.6065855148326,45.4008425702726,47.9475095346292,51.0142394050367,126.084713740205
2021-01-23,"infections",NA,"estimate",44.7220275940603,58.0853246697551,30.283688466506,37.6109122251855,41.5389797115036,43.4910106899571,46.1545513921791,49.6239195136997,125.414521022614
2021-01-24,"infections",NA,"estimate",43.0541528422776,56.5278931818389,30.7646661642588,35.3485252977788,39.5905144787818,41.7747548888475,44.4765282943871,48.2583985867934,124.743296063087
2021-01-25,"infections",NA,"estimate",41.4016853158702,55.0634218606875,31.2108436489549,33.2263689536569,37.810054616869,40.025578975064,43.0915498489834,47.0259275465891,124.070855819106
2021-01-26,"infections",NA,"estimate",39.9145984786529,53.6772407067215,31.6270712021807,31.1174880349653,35.976181044617,38.3790991051568,41.6971060149988,45.9618158993854,123.4265587688
2021-01-27,"infections",NA,"estimate",38.4891897969929,52.3605019201431,32.0157674915385,29.1704449524717,34.2026315505514,36.750947765533,40.432843179972,44.9686404040313,122.772319495181
2021-01-28,"infections",NA,"estimate",42.9668903363715,56.3523726604745,29.5666507085652,37.3852912734651,40.531806239205,42.0115831483729,44.102249122339,47.0418536021028,122.118114111958
2021-01-29,"infections",NA,"estimate",42.917396751703,56.2132860635292,29.36221427258,37.1012818737312,40.4472671507821,41.9216798073285,44.2689120194376,47.2351240676432,121.448162001873
2021-01-30,"infections",NA,"estimate",43.1788531304092,56.1986402954493,29.1171458793833,36.957168520811,40.3318468450636,41.9983378547479,44.5972211772916,47.8097480714744,120.781050284715
2021-01-31,"infections",NA,"estimate",43.435584360011,56.2472633648633,28.8652278684022,36.2705266334915,40.2047457432003,42.0940035777374,45.1063659796374,48.7980141026815,120.117487343987
2021-02-01,"infections",NA,"estimate",43.7192807393147,56.3369962682352,28.6200674310742,35.579596023341,40.2489147356692,42.2982008067776,45.7158552292088,50.0265505077623,119.489121003558
2021-02-02,"infections",NA,"estimate",44.1498949335378,56.4585942334423,28.3888720477804,34.9828111915494,40.2150358838294,42.44132635015,46.2473637869128,51.4522560934463,118.866621996869
2021-02-03,"infections",NA,"estimate",44.6920622654481,56.6078561127158,28.1766348647238,34.2987545860059,40.1679170893807,42.6048897789663,46.8896582207632,53.1306323006774,118.202858083783
2021-02-04,"infections",NA,"estimate",47.146900239394,58.9834245364201,26.3439125482846,41.4086934142929,44.7378597197945,46.2122602924704,48.3945414075338,51.544332906121,117.579234019058
2021-02-05,"infections",NA,"estimate",48.3280801283288,59.7542049616411,25.7205961763466,42.2664045847375,45.7231668817526,47.3508878229344,49.5985056035953,52.8456348452542,116.962781339885
2021-02-06,"infections",NA,"estimate",49.6418051584261,60.5991040833666,25.0890275424514,42.5857557058247,46.7520059693198,48.4886276005799,51.0356695421177,54.4854587574142,116.350181954396
