"date","variable","strat","type","median","mean","sd","lower_90","lower_75","lower_50","lower_20","upper_20","upper_50","upper_75","upper_90"
2022-06-19,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-20,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-21,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-22,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-23,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-24,"R",NA,"estimate",1.80025946232936,1.80243290488784,0.0789460801356136,1.67413458519245,1.71273671511112,1.74894512994049,1.78091352790165,1.8196844754136,1.85516027367552,1.89403061593335,1.9359843399529
2022-06-25,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-06-26,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-06-27,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-06-28,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-06-29,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-06-30,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-07-01,"R",NA,"estimate",1.28721606552302,1.28930948539088,0.0693147236528437,1.17910310997917,1.21199617542265,1.24257412850942,1.2700597380033,1.30484724368154,1.33541537008581,1.36905594584941,1.40480074667434
2022-07-02,"R",NA,"estimate",1.22667210183806,1.22764670473208,0.0563864820588872,1.13727330757646,1.16301089346478,1.18940169855141,1.21214145835904,1.24181694344963,1.26380166608705,1.29288409866486,1.32127389126394
2022-07-03,"R",NA,"estimate",1.22667210183806,1.22764670473208,0.0563864820588872,1.13727330757646,1.16301089346478,1.18940169855141,1.21214145835904,1.24181694344963,1.26380166608705,1.29288409866486,1.32127389126394
