"date","variable","strat","type","median","mean","sd","lower_90","lower_75","lower_50","lower_20","upper_20","upper_50","upper_75","upper_90"
2021-12-26,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2021-12-27,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2021-12-28,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2021-12-29,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2021-12-30,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2021-12-31,"R",NA,"estimate",1.73774833757476,1.74056838411708,0.0614004963188435,1.64373134152713,1.67063902593262,1.69873168766186,1.72291793745758,1.75403527939635,1.78185489553534,1.81167602332468,1.84240614538797
2022-01-01,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-02,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-03,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-04,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-05,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-06,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-07,"R",NA,"estimate",1.20142791377069,1.20223037144001,0.0387701421430503,1.13828846430733,1.15863479121893,1.17609173377854,1.19225311964678,1.21178726815569,1.22819400353617,1.24712813523688,1.26621164251173
2022-01-08,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-09,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-10,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-11,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-12,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-13,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-14,"R",NA,"estimate",1.0844183096502,1.08437282378173,0.0340514954567348,1.0266206474663,1.04534824775517,1.06162780679146,1.07601485758199,1.09286211270127,1.10768723615992,1.12384128576196,1.13857343523551
2022-01-15,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-16,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-17,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-18,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-19,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-20,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-21,"R",NA,"estimate",0.962617274882817,0.962614224187793,0.0309341773257285,0.911309358761458,0.927463792575831,0.942209305042576,0.954418339728511,0.970986567364207,0.982784881238293,0.998035673179743,1.01347906532465
2022-01-22,"R",NA,"estimate",0.787031495288523,0.787895271998393,0.0306192540708208,0.739827426305221,0.752327040365657,0.766216618253804,0.779254081895659,0.794626130727567,0.807092329554177,0.823874089267355,0.839775988364342
