"date","variable","strat","type","median","mean","sd","lower_90","lower_75","lower_50","lower_20","upper_20","upper_50","upper_75","upper_90"
2022-11-13,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-14,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-15,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-16,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-17,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-18,"R",NA,"estimate",1.49459903762243,1.49555933194591,0.0651977248964838,1.38937128893538,1.41857165199213,1.45166836557213,1.47883334445807,1.51057873912906,1.53852148334895,1.57161684900411,1.60527249470498
2022-11-19,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-20,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-21,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-22,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-23,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-24,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-25,"R",NA,"estimate",0.968519590029419,0.968865253163557,0.0543084657378515,0.881037040667022,0.906841098113369,0.931121984268855,0.95493612563026,0.98339422369464,1.00633704918963,1.03162155627068,1.05954114720081
2022-11-26,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-11-27,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-11-28,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-11-29,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-11-30,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-12-01,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-12-02,"R",NA,"estimate",1.03823445646625,1.03987285501738,0.0490893213596253,0.96115394905379,0.985464262051784,1.00697090917104,1.0258736737006,1.05036000796909,1.07207219706013,1.09481802761782,1.12128535668316
2022-12-03,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-04,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-05,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-06,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-07,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-08,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-09,"R",NA,"estimate",1.02554987432074,1.02742650717877,0.0481367149327556,0.950904134769399,0.971642565271,0.993758416004849,1.01377126951488,1.03838138218354,1.06071422262792,1.08384210222261,1.10800857504601
2022-12-10,"R",NA,"estimate",0.920856844494742,0.920046309763648,0.0457048463670657,0.845422423963336,0.868371862422696,0.890434675999361,0.909337580269172,0.93182213594312,0.950769335161284,0.971786917036771,0.993235648270318
2022-12-11,"R",NA,"estimate",0.920856844494742,0.920046309763648,0.0457048463670657,0.845422423963336,0.868371862422696,0.890434675999361,0.909337580269172,0.93182213594312,0.950769335161284,0.971786917036771,0.993235648270318
2022-12-12,"R",NA,"estimate",0.920856844494742,0.920046309763648,0.0457048463670657,0.845422423963336,0.868371862422696,0.890434675999361,0.909337580269172,0.93182213594312,0.950769335161284,0.971786917036771,0.993235648270318
2022-12-13,"R",NA,"estimate",0.920856844494742,0.920046309763648,0.0457048463670657,0.845422423963336,0.868371862422696,0.890434675999361,0.909337580269172,0.93182213594312,0.950769335161284,0.971786917036771,0.993235648270318
2022-12-14,"R",NA,"estimate",0.920856844494742,0.920046309763648,0.0457048463670657,0.845422423963336,0.868371862422696,0.890434675999361,0.909337580269172,0.93182213594312,0.950769335161284,0.971786917036771,0.993235648270318
